tx	gene_id	Ribo_NitrogenMinus_rep1	Ribo_NitrogenMinus_rep2	Ribo_NitrogenPlus_rep1	Ribo_NitrogenPlus_rep2	RNA_NitrogenMinus_rep1	RNA_NitrogenMinus_rep2	RNA_NitrogenPlus_rep1	RNA_NitrogenPlus_rep2
unassigned_transcript_913	MM_RS04480	216	216	216	216	216	216	216	216
unassigned_transcript_914	MM_RS04485	159	159	159	159	159	159	159	159
unassigned_transcript_915	MM_RS04490	90.014	90.014	90.014	90.014	90.014	90.014	90.014	90.014
unassigned_transcript_916	MM_RS04495	2000	2000	2000	2000	2000	2000	2000	2000
unassigned_transcript_917	MM_RS04500	987	987	987	987	987	987	987	987
unassigned_transcript_918	MM_RS04505	1047	1047	1047	1047	1047	1047	1047	1047
unassigned_transcript_919	MM_RS04510	657	657	657	657	657	657	657	657
unassigned_transcript_920	MM_RS04515	1827	1827	1827	1827	1827	1827	1827	1827
unassigned_transcript_921	MM_RS04520	1119	1119	1119	1119	1119	1119	1119	1119
unassigned_transcript_922	MM_RS04525	1083	1083	1083	1083	1083	1083	1083	1083
unassigned_transcript_923	MM_RS04530	1986	1986	1986	1986	1986	1986	1986	1986
unassigned_transcript_924	MM_RS04535	381	381	381	381	381	381	381	381
unassigned_transcript_925	MM_RS04540	249	249	249	249	249	249	249	249
unassigned_transcript_926	MM_RS04545	1023	1023	1023	1023	1023	1023	1023	1023
unassigned_transcript_927	MM_RS04550	900	900	900	900	900	900	900	900
unassigned_transcript_928	MM_RS04555	591	591	591	591	591	591	591	591
unassigned_transcript_929	MM_RS04560	669	669	669	669	669	669	669	669
unassigned_transcript_930	MM_RS04565	603	603	603	603	603	603	603	603
unassigned_transcript_931	MM_RS19095	87.022	87.022	87.022	87.022	87.022	87.022	87.022	87.022
unassigned_transcript_932	MM_RS17730	11.264	11.264	11.264	11.264	11.264	11.264	11.264	11.264
unassigned_transcript_933	MM_RS04575	588	588	588	588	588	588	588	588
unassigned_transcript_934	MM_RS04580	259	259	259	259	259	259	259	259
unassigned_transcript_935	MM_RS04585	60.538	60.538	60.538	60.538	60.538	60.538	60.538	60.538
unassigned_transcript_936	MM_RS04590	627	627	627	627	627	627	627	627
unassigned_transcript_937	MM_RS04600	1155	1155	1155	1155	1155	1155	1155	1155
unassigned_transcript_938	MM_RS04605	909	909	909	909	909	909	909	909
unassigned_transcript_939	MM_RS04610	1755	1755	1755	1755	1755	1755	1755	1755
unassigned_transcript_940	MM_RS04615	105.001	105.001	105.001	105.001	105.001	105.001	105.001	105.001
unassigned_transcript_941	MM_RS04620	945	945	945	945	945	945	945	945
unassigned_transcript_942	MM_RS04625	834	834	834	834	834	834	834	834
unassigned_transcript_943	MM_RS04630	657	657	657	657	657	657	657	657
unassigned_transcript_944	MM_RS04635	1434	1434	1434	1434	1434	1434	1434	1434
unassigned_transcript_945	MM_RS04640	768	768	768	768	768	768	768	768
unassigned_transcript_946	MM_RS04645	600	600	600	600	600	600	600	600
unassigned_transcript_947	MM_RS04650	636	636	636	636	636	636	636	636
unassigned_transcript_948	MM_RS04655	516	516	516	516	516	516	516	516
unassigned_transcript_949	MM_RS04660	156	156	156	156	156	156	156	156
unassigned_transcript_950	MM_RS04665	555	555	555	555	555	555	555	555
unassigned_transcript_951	MM_RS19525	168	168	168	168	168	168	168	168
unassigned_transcript_952	MM_RS04670	933	933	933	933	933	933	933	933
unassigned_transcript_953	MM_RS04675	1467	1467	1467	1467	1467	1467	1467	1467
unassigned_transcript_954	MM_RS04680	636	636	636	636	636	636	636	636
unassigned_transcript_955	MM_RS04685	771	771	771	771	771	771	771	771
unassigned_transcript_956	MM_RS04690	2679	2679	2679	2679	2679	2679	2679	2679
unassigned_transcript_957	MM_RS04695	690	690	690	690	690	690	690	690
unassigned_transcript_958	MM_RS04700	453	453	453	453	453	453	453	453
unassigned_transcript_959	MM_RS04710	1398	1398	1398	1398	1398	1398	1398	1398
unassigned_transcript_960	MM_RS04715	807	807	807	807	807	807	807	807
unassigned_transcript_961	MM_RS18305	9.131	9.131	9.131	9.131	9.131	9.131	9.131	9.131
unassigned_transcript_962	MM_RS04720	867	867	867	867	867	867	867	867
unassigned_transcript_963	MM_RS04725	153	153	153	153	153	153	153	153
unassigned_transcript_964	MM_RS04730	186	186	186	186	186	186	186	186
unassigned_transcript_965	MM_RS04735	744	744	744	744	744	744	744	744
unassigned_transcript_966	MM_RS04740	651	651	651	651	651	651	651	651
unassigned_transcript_967	MM_RS04745	1464	1464	1464	1464	1464	1464	1464	1464
unassigned_transcript_968	MM_RS04750	1428	1428	1428	1428	1428	1428	1428	1428
unassigned_transcript_969	MM_RS04755	294	294	294	294	294	294	294	294
unassigned_transcript_970	MM_RS04760	354	354	354	354	354	354	354	354
unassigned_transcript_971	MM_RS04765	1098	1098	1098	1098	1098	1098	1098	1098
unassigned_transcript_972	MM_RS04770	450	450	450	450	450	450	450	450
unassigned_transcript_973	MM_RS04775	786	786	786	786	786	786	786	786
unassigned_transcript_974	MM_RS04780	348	348	348	348	348	348	348	348
unassigned_transcript_975	MM_RS04785	513	513	513	513	513	513	513	513
unassigned_transcript_976	MM_RS04790	288	288	288	288	288	288	288	288
unassigned_transcript_977	MM_RS04795	1566	1566	1566	1566	1566	1566	1566	1566
unassigned_transcript_978	MM_RS04800	237	237	237	237	237	237	237	237
unassigned_transcript_979	MM_RS04805	726	726	726	726	726	726	726	726
unassigned_transcript_980	MM_RS18870	33.302	33.302	33.302	33.302	33.302	33.302	33.302	33.302
unassigned_transcript_981	MM_RS04815	35.332	35.332	35.332	35.332	35.332	35.332	35.332	35.332
unassigned_transcript_982	MM_RS04820	1479	1479	1479	1479	1479	1479	1479	1479
unassigned_transcript_983	MM_RS04825	54.94	54.94	54.94	54.94	54.94	54.94	54.94	54.94
unassigned_transcript_984	MM_RS04830	234	234	234	234	234	234	234	234
unassigned_transcript_985	MM_RS04835	1938	1938	1938	1938	1938	1938	1938	1938
unassigned_transcript_986	MM_RS04840	213	213	213	213	213	213	213	213
unassigned_transcript_987	MM_RS04845	582	582	582	582	582	582	582	582
unassigned_transcript_988	MM_RS04850	546	546	546	546	546	546	546	546
unassigned_transcript_989	MM_RS04855	1842	1842	1842	1842	1842	1842	1842	1842
unassigned_transcript_990	MM_RS04860	1110	1110	1110	1110	1110	1110	1110	1110
unassigned_transcript_991	MM_RS04865	696	696	696	696	696	696	696	696
unassigned_transcript_992	MM_RS04870	468	468	468	468	468	468	468	468
unassigned_transcript_993	MM_RS04875	1800	1800	1800	1800	1800	1800	1800	1800
unassigned_transcript_994	MM_RS04880	1548	1548	1548	1548	1548	1548	1548	1548
unassigned_transcript_995	MM_RS04885	549	549	549	549	549	549	549	549
unassigned_transcript_996	MM_RS04890	3.164	3.164	3.164	3.164	3.164	3.164	3.164	3.164
unassigned_transcript_997	MM_RS04895	65.324	65.324	65.324	65.324	65.324	65.324	65.324	65.324
unassigned_transcript_998	MM_RS04900	1479	1479	1479	1479	1479	1479	1479	1479
unassigned_transcript_999	MM_RS04905	1197	1197	1197	1197	1197	1197	1197	1197
unassigned_transcript_1000	MM_RS04910	19.633	19.633	19.633	19.633	19.633	19.633	19.633	19.633
unassigned_transcript_1001	MM_RS04915	594	594	594	594	594	594	594	594
unassigned_transcript_1002	MM_RS04920	1587	1587	1587	1587	1587	1587	1587	1587
unassigned_transcript_1003	MM_RS04925	525	525	525	525	525	525	525	525
unassigned_transcript_1004	MM_RS04930	519	519	519	519	519	519	519	519
unassigned_transcript_1005	MM_RS04935	1065	1065	1065	1065	1065	1065	1065	1065
unassigned_transcript_1006	MM_RS04940	1212	1212	1212	1212	1212	1212	1212	1212
unassigned_transcript_1007	MM_RS04945	1107	1107	1107	1107	1107	1107	1107	1107
unassigned_transcript_1008	MM_RS04950	732	732	732	732	732	732	732	732
unassigned_transcript_1009	MM_RS04955	1065	1065	1065	1065	1065	1065	1065	1065
unassigned_transcript_1010	MM_RS04960	1095	1095	1095	1095	1095	1095	1095	1095
unassigned_transcript_1011	MM_RS04965	555	555	555	555	555	555	555	555
unassigned_transcript_1012	MM_RS04975	684	684	684	684	684	684	684	684
unassigned_transcript_1013	MM_RS04980	840	840	840	840	840	840	840	840
unassigned_transcript_1014	MM_RS04990	1260	1260	1260	1260	1260	1260	1260	1260
unassigned_transcript_1015	MM_RS04995	198	198	198	198	198	198	198	198
unassigned_transcript_1016	MM_RS05000	279	279	279	279	279	279	279	279
unassigned_transcript_1017	MM_RS05005	150	150	150	150	150	150	150	150
unassigned_transcript_1018	MM_RS05010	159	159	159	159	159	159	159	159
unassigned_transcript_1019	MM_RS05015	78.072	78.072	78.072	78.072	78.072	78.072	78.072	78.072
unassigned_transcript_1020	MM_RS05020	333	333	333	333	333	333	333	333
unassigned_transcript_1021	MM_RS05025	1194	1194	1194	1194	1194	1194	1194	1194
unassigned_transcript_1022	MM_RS05030	72.149	72.149	72.149	72.149	72.149	72.149	72.149	72.149
unassigned_transcript_1023	MM_RS05035	903	903	903	903	903	903	903	903
unassigned_transcript_1024	MM_RS05040	1362	1362	1362	1362	1362	1362	1362	1362
unassigned_transcript_1025	MM_RS05045	594	594	594	594	594	594	594	594
unassigned_transcript_1026	MM_RS05050	885	885	885	885	885	885	885	885
unassigned_transcript_1027	MM_RS05055	741	741	741	741	741	741	741	741
unassigned_transcript_1028	MM_RS05060	891	891	891	891	891	891	891	891
unassigned_transcript_1029	MM_RS18310	16.658	16.658	16.658	16.658	16.658	16.658	16.658	16.658
unassigned_transcript_1030	MM_RS17740	87.022	87.022	87.022	87.022	87.022	87.022	87.022	87.022
unassigned_transcript_1031	MM_RS05070	924	924	924	924	924	924	924	924
unassigned_transcript_1032	MM_RS05075	1053	1053	1053	1053	1053	1053	1053	1053
unassigned_transcript_1033	MM_RS05080	390	390	390	390	390	390	390	390
unassigned_transcript_1034	MM_RS05085	1476	1476	1476	1476	1476	1476	1476	1476
unassigned_transcript_1035	MM_RS05090	558	558	558	558	558	558	558	558
unassigned_transcript_1036	MM_RS05100	336	336	336	336	336	336	336	336
unassigned_transcript_1037	MM_RS05105	753	753	753	753	753	753	753	753
unassigned_transcript_1038	MM_RS05110	303	303	303	303	303	303	303	303
unassigned_transcript_1039	MM_RS05115	228	228	228	228	228	228	228	228
unassigned_transcript_1040	MM_RS05120	384	384	384	384	384	384	384	384
unassigned_transcript_1041	MM_RS05125	546	546	546	546	546	546	546	546
unassigned_transcript_1042	MM_RS05130	795	795	795	795	795	795	795	795
unassigned_transcript_1043	MM_RS05135	705	705	705	705	705	705	705	705
unassigned_transcript_1044	MM_RS05140	216	216	216	216	216	216	216	216
unassigned_transcript_1045	MM_RS05145	216	216	216	216	216	216	216	216
unassigned_transcript_1046	MM_RS05150	213	213	213	213	213	213	213	213
unassigned_transcript_1047	MM_RS05155	693	693	693	693	693	693	693	693
unassigned_transcript_1048	MM_RS05160	348	348	348	348	348	348	348	348
unassigned_transcript_1049	MM_RS05165	501	501	501	501	501	501	501	501
unassigned_transcript_1050	MM_RS05170	294	294	294	294	294	294	294	294
unassigned_transcript_1051	MM_RS05175	582	582	582	582	582	582	582	582
unassigned_transcript_1052	MM_RS05180	648	648	648	648	648	648	648	648
unassigned_transcript_1053	MM_RS05185	204	204	204	204	204	204	204	204
unassigned_transcript_1054	MM_RS05190	360	360	360	360	360	360	360	360
unassigned_transcript_1055	MM_RS05195	579	579	579	579	579	579	579	579
unassigned_transcript_1056	MM_RS05200	459	459	459	459	459	459	459	459
unassigned_transcript_1057	MM_RS05205	405	405	405	405	405	405	405	405
unassigned_transcript_1058	MM_RS05210	1173	1173	1173	1173	1173	1173	1173	1173
unassigned_transcript_1059	MM_RS05215	879	879	879	879	879	879	879	879
unassigned_transcript_1060	MM_RS05220	693	693	693	693	693	693	693	693
unassigned_transcript_1061	MM_RS05225	336	336	336	336	336	336	336	336
unassigned_transcript_1062	MM_RS05230	1146	1146	1146	1146	1146	1146	1146	1146
unassigned_transcript_1063	MM_RS05235	441	441	441	441	441	441	441	441
unassigned_transcript_1064	MM_RS05240	35.332	35.332	35.332	35.332	35.332	35.332	35.332	35.332
unassigned_transcript_1065	MM_RS05245	975	975	975	975	975	975	975	975
unassigned_transcript_1066	MM_RS05250	66.291	66.291	66.291	66.291	66.291	66.291	66.291	66.291
unassigned_transcript_1067	MM_RS05255	309	309	309	309	309	309	309	309
unassigned_transcript_1068	MM_RS05260	336	336	336	336	336	336	336	336
unassigned_transcript_1069	MM_RS05265	492	492	492	492	492	492	492	492
unassigned_transcript_1070	MM_RS05270	894	894	894	894	894	894	894	894
unassigned_transcript_1071	MM_RS05275	165	165	165	165	165	165	165	165
unassigned_transcript_1072	MM_RS05280	984	984	984	984	984	984	984	984
unassigned_transcript_1073	MM_RS05285	267	267	267	267	267	267	267	267
unassigned_transcript_1074	MM_RS05290	639	639	639	639	639	639	639	639
unassigned_transcript_1075	MM_RS05295	357	357	357	357	357	357	357	357
unassigned_transcript_1076	MM_RS05300	594	594	594	594	594	594	594	594
unassigned_transcript_1077	MM_RS05305	44.461	44.461	44.461	44.461	44.461	44.461	44.461	44.461
unassigned_transcript_1078	MM_RS05310	327	327	327	327	327	327	327	327
unassigned_transcript_1079	MM_RS19100	555	555	555	555	555	555	555	555
unassigned_transcript_1080	MM_RS19105	69.21	69.21	69.21	69.21	69.21	69.21	69.21	69.21
unassigned_transcript_1081	MM_RS05325	978	978	978	978	978	978	978	978
unassigned_transcript_1082	MM_RS05330	1137	1137	1137	1137	1137	1137	1137	1137
unassigned_transcript_1083	MM_RS05335	768	768	768	768	768	768	768	768
unassigned_transcript_1084	MM_RS05340	402	402	402	402	402	402	402	402
unassigned_transcript_1085	MM_RS05345	402	402	402	402	402	402	402	402
unassigned_transcript_1086	MM_RS05350	966	966	966	966	966	966	966	966
unassigned_transcript_1087	MM_RS05355	855	855	855	855	855	855	855	855
unassigned_transcript_1088	MM_RS05360	3378	3378	3378	3378	3378	3378	3378	3378
unassigned_transcript_1089	MM_RS05365	819	819	819	819	819	819	819	819
unassigned_transcript_1090	MM_RS05370	93.009	93.009	93.009	93.009	93.009	93.009	93.009	93.009
unassigned_transcript_1091	MM_RS05375	1848	1848	1848	1848	1848	1848	1848	1848
unassigned_transcript_1092	MM_RS05380	504	504	504	504	504	504	504	504
unassigned_transcript_1093	MM_RS05385	306	306	306	306	306	306	306	306
unassigned_transcript_1094	MM_RS05390	2.971	2.971	2.971	2.971	2.971	2.971	2.971	2.971
unassigned_transcript_1095	MM_RS05395	414	414	414	414	414	414	414	414
unassigned_transcript_1096	MM_RS05400	675	675	675	675	675	675	675	675
unassigned_transcript_1097	MM_RS05405	714	714	714	714	714	714	714	714
unassigned_transcript_1098	MM_RS05410	624	624	624	624	624	624	624	624
unassigned_transcript_1099	MM_RS05415	198	198	198	198	198	198	198	198
unassigned_transcript_1100	MM_RS05420	1218	1218	1218	1218	1218	1218	1218	1218
unassigned_transcript_1101	MM_RS19530	357	357	357	357	357	357	357	357
unassigned_transcript_1102	MM_RS17755	982	982	982	982	982	982	982	982
unassigned_transcript_1103	MM_RS05440	2.971	2.971	2.971	2.971	2.971	2.971	2.971	2.971
unassigned_transcript_1104	MM_RS05445	729	729	729	729	729	729	729	729
unassigned_transcript_1105	MM_RS19570	57.716	57.716	57.716	57.716	57.716	57.716	57.716	57.716
unassigned_transcript_1106	MM_RS05450	1779	1779	1779	1779	1779	1779	1779	1779
unassigned_transcript_1107	MM_RS05455	945	945	945	945	945	945	945	945
unassigned_transcript_1108	MM_RS05460	1953	1953	1953	1953	1953	1953	1953	1953
unassigned_transcript_1109	MM_RS05465	1140	1140	1140	1140	1140	1140	1140	1140
unassigned_transcript_1110	MM_RS05470	44.461	44.461	44.461	44.461	44.461	44.461	44.461	44.461
unassigned_transcript_1111	MM_RS05475	135	135	135	135	135	135	135	135
unassigned_transcript_1112	MM_RS05480	105.001	105.001	105.001	105.001	105.001	105.001	105.001	105.001
unassigned_transcript_1113	MM_RS05490	2.935	2.935	2.935	2.935	2.935	2.935	2.935	2.935
unassigned_transcript_1114	MM_RS05495	1422	1422	1422	1422	1422	1422	1422	1422
unassigned_transcript_1115	MM_RS05500	1773	1773	1773	1773	1773	1773	1773	1773
unassigned_transcript_1116	MM_RS05505	480	480	480	480	480	480	480	480
unassigned_transcript_1117	MM_RS05510	1104	1104	1104	1104	1104	1104	1104	1104
unassigned_transcript_1118	MM_RS05515	762	762	762	762	762	762	762	762
unassigned_transcript_1119	MM_RS05520	522	522	522	522	522	522	522	522
unassigned_transcript_1120	MM_RS05525	1791	1791	1791	1791	1791	1791	1791	1791
unassigned_transcript_1121	MM_RS05530	792	792	792	792	792	792	792	792
unassigned_transcript_1122	MM_RS05535	537	537	537	537	537	537	537	537
unassigned_transcript_1123	MM_RS05540	1389	1389	1389	1389	1389	1389	1389	1389
unassigned_transcript_1124	MM_RS05545	1476	1476	1476	1476	1476	1476	1476	1476
unassigned_transcript_1125	MM_RS05550	363	363	363	363	363	363	363	363
unassigned_transcript_1126	MM_RS05555	52.219	52.219	52.219	52.219	52.219	52.219	52.219	52.219
unassigned_transcript_1127	MM_RS05560	636	636	636	636	636	636	636	636
unassigned_transcript_1128	MM_RS05565	216	216	216	216	216	216	216	216
unassigned_transcript_1129	MM_RS05570	2718	2718	2718	2718	2718	2718	2718	2718
unassigned_transcript_1130	MM_RS05575	870	870	870	870	870	870	870	870
unassigned_transcript_1131	MM_RS05580	1470	1470	1470	1470	1470	1470	1470	1470
unassigned_transcript_1132	MM_RS05585	1008	1008	1008	1008	1008	1008	1008	1008
unassigned_transcript_1133	MM_RS05590	44.461	44.461	44.461	44.461	44.461	44.461	44.461	44.461
unassigned_transcript_1134	MM_RS05595	627	627	627	627	627	627	627	627
unassigned_transcript_1135	MM_RS05600	1236	1236	1236	1236	1236	1236	1236	1236
unassigned_transcript_1136	MM_RS05605	435	435	435	435	435	435	435	435
unassigned_transcript_1137	MM_RS05610	843	843	843	843	843	843	843	843
unassigned_transcript_1138	MM_RS05615	1866	1866	1866	1866	1866	1866	1866	1866
unassigned_transcript_1139	MM_RS05620	1779	1779	1779	1779	1779	1779	1779	1779
unassigned_transcript_1140	MM_RS05625	636	636	636	636	636	636	636	636
unassigned_transcript_1141	MM_RS05630	639	639	639	639	639	639	639	639
unassigned_transcript_1142	MM_RS05635	267	267	267	267	267	267	267	267
unassigned_transcript_1143	MM_RS05640	2.918	2.918	2.918	2.918	2.918	2.918	2.918	2.918
unassigned_transcript_1144	MM_RS05645	1035	1035	1035	1035	1035	1035	1035	1035
unassigned_transcript_1145	MM_RS05650	525	525	525	525	525	525	525	525
unassigned_transcript_1146	MM_RS05655	384	384	384	384	384	384	384	384
unassigned_transcript_1147	MM_RS05660	822	822	822	822	822	822	822	822
unassigned_transcript_1148	MM_RS05665	519	519	519	519	519	519	519	519
unassigned_transcript_1149	MM_RS05670	594	594	594	594	594	594	594	594
unassigned_transcript_1150	MM_RS05675	1074	1074	1074	1074	1074	1074	1074	1074
unassigned_transcript_1151	MM_RS19415	156	156	156	156	156	156	156	156
unassigned_transcript_1152	MM_RS05690	1275	1275	1275	1275	1275	1275	1275	1275
unassigned_transcript_1153	MM_RS05695	192	192	192	192	192	192	192	192
unassigned_transcript_1154	MM_RS05700	225	225	225	225	225	225	225	225
unassigned_transcript_1155	MM_RS17470	2307	2307	2307	2307	2307	2307	2307	2307
unassigned_transcript_1156	MM_RS18320	31.378	31.378	31.378	31.378	31.378	31.378	31.378	31.378
unassigned_transcript_1157	MM_RS05710	213	213	213	213	213	213	213	213
unassigned_transcript_1158	MM_RS05715	468	468	468	468	468	468	468	468
unassigned_transcript_1159	MM_RS05720	1479	1479	1479	1479	1479	1479	1479	1479
unassigned_transcript_1160	MM_RS05725	240	240	240	240	240	240	240	240
unassigned_transcript_1161	MM_RS05730	600	600	600	600	600	600	600	600
unassigned_transcript_1162	MM_RS05735	438	438	438	438	438	438	438	438
unassigned_transcript_1163	MM_RS05740	1323	1323	1323	1323	1323	1323	1323	1323
unassigned_transcript_1164	MM_RS05745	792	792	792	792	792	792	792	792
unassigned_transcript_1165	MM_RS05750	1008	1008	1008	1008	1008	1008	1008	1008
unassigned_transcript_1166	MM_RS05755	990	990	990	990	990	990	990	990
unassigned_transcript_1167	MM_RS05760	708	708	708	708	708	708	708	708
unassigned_transcript_1168	MM_RS05765	558	558	558	558	558	558	558	558
unassigned_transcript_1169	MM_RS05770	681	681	681	681	681	681	681	681
unassigned_transcript_1170	MM_RS05775	261	261	261	261	261	261	261	261
unassigned_transcript_1171	MM_RS05780	513	513	513	513	513	513	513	513
unassigned_transcript_1172	MM_RS05785	471	471	471	471	471	471	471	471
unassigned_transcript_1173	MM_RS05790	123	123	123	123	123	123	123	123
unassigned_transcript_1174	MM_RS05795	573	573	573	573	573	573	573	573
unassigned_transcript_1175	MM_RS05800	555	555	555	555	555	555	555	555
unassigned_transcript_1176	MM_RS05805	390	390	390	390	390	390	390	390
unassigned_transcript_1177	MM_RS05810	1662	1662	1662	1662	1662	1662	1662	1662
unassigned_transcript_1178	MM_RS05815	756	756	756	756	756	756	756	756
unassigned_transcript_1179	MM_RS19120	18.568	18.568	18.568	18.568	18.568	18.568	18.568	18.568
unassigned_transcript_1180	MM_RS19125	27.847	27.847	27.847	27.847	27.847	27.847	27.847	27.847
unassigned_transcript_1181	MM_RS05820	1731	1731	1731	1731	1731	1731	1731	1731
unassigned_transcript_1182	MM_RS05825	1461	1461	1461	1461	1461	1461	1461	1461
unassigned_transcript_1183	MM_RS05830	1947	1947	1947	1947	1947	1947	1947	1947
unassigned_transcript_1184	MM_RS05835	1446	1446	1446	1446	1446	1446	1446	1446
unassigned_transcript_1185	MM_RS18790	23.321	23.321	23.321	23.321	23.321	23.321	23.321	23.321
unassigned_transcript_1186	MM_RS05840	786	786	786	786	786	786	786	786
unassigned_transcript_1187	MM_RS18330	22.004	22.004	22.004	22.004	22.004	22.004	22.004	22.004
unassigned_transcript_1188	MM_RS05845	1785	1785	1785	1785	1785	1785	1785	1785
unassigned_transcript_1189	MM_RS05850	1308	1308	1308	1308	1308	1308	1308	1308
unassigned_transcript_1190	MM_RS05855	858	858	858	858	858	858	858	858
unassigned_transcript_1191	MM_RS05860	1065	1065	1065	1065	1065	1065	1065	1065
unassigned_transcript_1192	MM_RS05865	777	777	777	777	777	777	777	777
unassigned_transcript_1193	MM_RS05870	900	900	900	900	900	900	900	900
unassigned_transcript_1194	MM_RS05875	936	936	936	936	936	936	936	936
unassigned_transcript_1195	MM_RS05885	132	132	132	132	132	132	132	132
unassigned_transcript_1196	MM_RS05890	1134	1134	1134	1134	1134	1134	1134	1134
unassigned_transcript_1197	MM_RS05895	753	753	753	753	753	753	753	753
unassigned_transcript_1198	MM_RS05900	801	801	801	801	801	801	801	801
unassigned_transcript_1199	MM_RS05905	1326	1326	1326	1326	1326	1326	1326	1326
unassigned_transcript_1200	MM_RS05910	3174	3174	3174	3174	3174	3174	3174	3174
unassigned_transcript_1201	MM_RS05915	1035	1035	1035	1035	1035	1035	1035	1035
unassigned_transcript_1202	MM_RS05920	1056	1056	1056	1056	1056	1056	1056	1056
unassigned_transcript_1203	MM_RS05925	870	870	870	870	870	870	870	870
unassigned_transcript_1204	MM_RS05930	750	750	750	750	750	750	750	750
unassigned_transcript_1205	MM_RS05935	786	786	786	786	786	786	786	786
unassigned_transcript_1206	MM_RS05940	990	990	990	990	990	990	990	990
unassigned_transcript_1207	MM_RS05945	1008	1008	1008	1008	1008	1008	1008	1008
unassigned_transcript_1208	MM_RS05950	3084	3084	3084	3084	3084	3084	3084	3084
unassigned_transcript_1209	MM_RS19420	12.34	12.34	12.34	12.34	12.34	12.34	12.34	12.34
unassigned_transcript_1210	MM_RS05955	1458	1458	1458	1458	1458	1458	1458	1458
unassigned_transcript_1211	MM_RS05960	1770	1770	1770	1770	1770	1770	1770	1770
unassigned_transcript_1212	MM_RS05965	747	747	747	747	747	747	747	747
unassigned_transcript_1213	MM_RS05970	735	735	735	735	735	735	735	735
unassigned_transcript_1214	MM_RS05975	708	708	708	708	708	708	708	708
unassigned_transcript_1215	MM_RS17760	49.56	49.56	49.56	49.56	49.56	49.56	49.56	49.56
unassigned_transcript_1216	MM_RS05980	519	519	519	519	519	519	519	519
unassigned_transcript_1217	MM_RS05985	933	933	933	933	933	933	933	933
unassigned_transcript_1218	MM_RS05990	789	789	789	789	789	789	789	789
unassigned_transcript_1219	MM_RS05995	1278	1278	1278	1278	1278	1278	1278	1278
unassigned_transcript_1220	MM_RS06000	897	897	897	897	897	897	897	897
unassigned_transcript_1221	MM_RS06005	1359	1359	1359	1359	1359	1359	1359	1359
unassigned_transcript_1222	MM_RS06010	537	537	537	537	537	537	537	537
unassigned_transcript_1223	MM_RS06015	1290	1290	1290	1290	1290	1290	1290	1290
unassigned_transcript_1224	MM_RS06020	552	552	552	552	552	552	552	552
unassigned_transcript_1225	MM_RS06025	294	294	294	294	294	294	294	294
unassigned_transcript_1226	MM_RS06030	273	273	273	273	273	273	273	273
unassigned_transcript_1227	MM_RS06035	855	855	855	855	855	855	855	855
unassigned_transcript_1228	MM_RS18335	24.731	24.731	24.731	24.731	24.731	24.731	24.731	24.731
unassigned_transcript_1229	MM_RS06040	159	159	159	159	159	159	159	159
unassigned_transcript_1230	MM_RS06045	210	210	210	210	210	210	210	210
unassigned_transcript_1231	MM_RS06050	735	735	735	735	735	735	735	735
unassigned_transcript_1232	MM_RS06055	402	402	402	402	402	402	402	402
unassigned_transcript_1233	MM_RS06060	807	807	807	807	807	807	807	807
unassigned_transcript_1234	MM_RS06065	660	660	660	660	660	660	660	660
unassigned_transcript_1235	MM_RS06070	132	132	132	132	132	132	132	132
unassigned_transcript_1236	MM_RS06075	918	918	918	918	918	918	918	918
unassigned_transcript_1237	MM_RS06080	888	888	888	888	888	888	888	888
unassigned_transcript_1238	MM_RS06085	1107	1107	1107	1107	1107	1107	1107	1107
unassigned_transcript_1239	MM_RS17475	357	357	357	357	357	357	357	357
unassigned_transcript_1240	MM_RS06095	1317	1317	1317	1317	1317	1317	1317	1317
unassigned_transcript_1241	MM_RS06100	1491	1491	1491	1491	1491	1491	1491	1491
unassigned_transcript_1242	MM_RS06105	918	918	918	918	918	918	918	918
unassigned_transcript_1243	MM_RS18340	1026	1026	1026	1026	1026	1026	1026	1026
unassigned_transcript_1244	MM_RS06115	1104	1104	1104	1104	1104	1104	1104	1104
unassigned_transcript_1245	MM_RS06120	2007	2007	2007	2007	2007	2007	2007	2007
unassigned_transcript_1246	MM_RS06125	1083	1083	1083	1083	1083	1083	1083	1083
unassigned_transcript_1247	MM_RS06130	1104	1104	1104	1104	1104	1104	1104	1104
unassigned_transcript_1248	MM_RS06135	825	825	825	825	825	825	825	825
unassigned_transcript_1249	MM_RS06140	819	819	819	819	819	819	819	819
unassigned_transcript_1250	MM_RS06145	738	738	738	738	738	738	738	738
unassigned_transcript_1251	MM_RS19130	1200	1200	1200	1200	1200	1200	1200	1200
unassigned_transcript_1252	MM_RS17770	114	114	114	114	114	114	114	114
unassigned_transcript_1253	MM_RS18350	22.004	22.004	22.004	22.004	22.004	22.004	22.004	22.004
unassigned_transcript_1254	MM_RS18795	16.658	16.658	16.658	16.658	16.658	16.658	16.658	16.658
unassigned_transcript_1255	MM_RS06155	114	114	114	114	114	114	114	114
unassigned_transcript_1256	MM_RS06160	744	744	744	744	744	744	744	744
unassigned_transcript_1257	MM_RS06165	1752	1752	1752	1752	1752	1752	1752	1752
unassigned_transcript_1258	MM_RS06170	81.049	81.049	81.049	81.049	81.049	81.049	81.049	81.049
unassigned_transcript_1259	MM_RS06175	1461	1461	1461	1461	1461	1461	1461	1461
