gene_id	gene_name	Ribo_NitrogenMinus_rep1	Ribo_NitrogenMinus_rep2	Ribo_NitrogenPlus_rep1	Ribo_NitrogenPlus_rep2	RNA_NitrogenMinus_rep1	RNA_NitrogenMinus_rep2	RNA_NitrogenPlus_rep1	RNA_NitrogenPlus_rep2
MM_RS04405	MM_RS04405	273	273	273	273	273	273	273	273
MM_RS04410	MM_RS04410	1209	1209	1209	1209	1209	1209	1209	1209
MM_RS04415	MM_RS04415	246	246	246	246	246	246	246	246
MM_RS04420	MM_RS04420	180	180	180	180	180	180	180	180
MM_RS04425	MM_RS04425	447	447	447	447	447	447	447	447
MM_RS04430	MM_RS04430	180	180	180	180	180	180	180	180
MM_RS04435	MM_RS04435	849	849	849	849	849	849	849	849
MM_RS04440	MM_RS04440	333	333	333	333	333	333	333	333
MM_RS04445	MM_RS04445	84.033	84.033	84.033	84.033	84.033	84.033	84.033	84.033
MM_RS04450	MM_RS04450	216	216	216	216	216	216	216	216
MM_RS04455	MM_RS04455	1239	1239	1239	1239	1239	1239	1239	1239
MM_RS04460	MM_RS04460	591	591	591	591	591	591	591	591
MM_RS04465	MM_RS04465	1137	1137	1137	1137	1137	1137	1137	1137
MM_RS04470	MM_RS04470	564	564	564	564	564	564	564	564
MM_RS04475	MM_RS04475	1077	1077	1077	1077	1077	1077	1077	1077
MM_RS04480	MM_RS04480	216	216	216	216	216	216	216	216
MM_RS04485	MM_RS04485	159	159	159	159	159	159	159	159
MM_RS04490	MM_RS04490	90.014	90.014	90.014	90.014	90.014	90.014	90.014	90.014
MM_RS04495	MM_RS04495	2000	2000	2000	2000	2000	2000	2000	2000
MM_RS04500	MM_RS04500	987	987	987	987	987	987	987	987
MM_RS04505	MM_RS04505	1047	1047	1047	1047	1047	1047	1047	1047
MM_RS04510	MM_RS04510	657	657	657	657	657	657	657	657
MM_RS04515	MM_RS04515	1827	1827	1827	1827	1827	1827	1827	1827
MM_RS04520	MM_RS04520	1119	1119	1119	1119	1119	1119	1119	1119
MM_RS04525	MM_RS04525	1083	1083	1083	1083	1083	1083	1083	1083
MM_RS04530	MM_RS04530	1986	1986	1986	1986	1986	1986	1986	1986
MM_RS04535	MM_RS04535	381	381	381	381	381	381	381	381
MM_RS04540	MM_RS04540	249	249	249	249	249	249	249	249
MM_RS04545	MM_RS04545	1023	1023	1023	1023	1023	1023	1023	1023
MM_RS04550	MM_RS04550	900	900	900	900	900	900	900	900
MM_RS04555	MM_RS04555	591	591	591	591	591	591	591	591
MM_RS04560	MM_RS04560	669	669	669	669	669	669	669	669
MM_RS04565	MM_RS04565	603	603	603	603	603	603	603	603
MM_RS04575	MM_RS04575	588	588	588	588	588	588	588	588
MM_RS04580	MM_RS04580	259	259	259	259	259	259	259	259
MM_RS04585	MM_RS04585	60.538	60.538	60.538	60.538	60.538	60.538	60.538	60.538
MM_RS04590	MM_RS04590	627	627	627	627	627	627	627	627
MM_RS04600	MM_RS04600	1155	1155	1155	1155	1155	1155	1155	1155
MM_RS04605	MM_RS04605	909	909	909	909	909	909	909	909
MM_RS04610	MM_RS04610	1755	1755	1755	1755	1755	1755	1755	1755
MM_RS04615	MM_RS04615	105.001	105.001	105.001	105.001	105.001	105.001	105.001	105.001
MM_RS04620	MM_RS04620	945	945	945	945	945	945	945	945
MM_RS04625	MM_RS04625	834	834	834	834	834	834	834	834
MM_RS04630	MM_RS04630	657	657	657	657	657	657	657	657
MM_RS04635	MM_RS04635	1434	1434	1434	1434	1434	1434	1434	1434
MM_RS04640	MM_RS04640	768	768	768	768	768	768	768	768
MM_RS04645	MM_RS04645	600	600	600	600	600	600	600	600
MM_RS04650	MM_RS04650	636	636	636	636	636	636	636	636
MM_RS04655	MM_RS04655	516	516	516	516	516	516	516	516
MM_RS04660	MM_RS04660	156	156	156	156	156	156	156	156
MM_RS04665	MM_RS04665	555	555	555	555	555	555	555	555
MM_RS04670	MM_RS04670	933	933	933	933	933	933	933	933
MM_RS04675	MM_RS04675	1467	1467	1467	1467	1467	1467	1467	1467
MM_RS04680	MM_RS04680	636	636	636	636	636	636	636	636
MM_RS04685	MM_RS04685	771	771	771	771	771	771	771	771
MM_RS04690	MM_RS04690	2679	2679	2679	2679	2679	2679	2679	2679
MM_RS04695	MM_RS04695	690	690	690	690	690	690	690	690
MM_RS04700	MM_RS04700	453	453	453	453	453	453	453	453
MM_RS04710	MM_RS04710	1398	1398	1398	1398	1398	1398	1398	1398
MM_RS04715	MM_RS04715	807	807	807	807	807	807	807	807
MM_RS04720	MM_RS04720	867	867	867	867	867	867	867	867
MM_RS04725	MM_RS04725	153	153	153	153	153	153	153	153
MM_RS04730	MM_RS04730	186	186	186	186	186	186	186	186
MM_RS04735	MM_RS04735	744	744	744	744	744	744	744	744
MM_RS04740	MM_RS04740	651	651	651	651	651	651	651	651
MM_RS04745	MM_RS04745	1464	1464	1464	1464	1464	1464	1464	1464
MM_RS04750	MM_RS04750	1428	1428	1428	1428	1428	1428	1428	1428
MM_RS04755	MM_RS04755	294	294	294	294	294	294	294	294
MM_RS04760	MM_RS04760	354	354	354	354	354	354	354	354
MM_RS04765	MM_RS04765	1098	1098	1098	1098	1098	1098	1098	1098
MM_RS04770	MM_RS04770	450	450	450	450	450	450	450	450
MM_RS04775	MM_RS04775	786	786	786	786	786	786	786	786
MM_RS04780	MM_RS04780	348	348	348	348	348	348	348	348
MM_RS04785	MM_RS04785	513	513	513	513	513	513	513	513
MM_RS04790	MM_RS04790	288	288	288	288	288	288	288	288
MM_RS04795	MM_RS04795	1566	1566	1566	1566	1566	1566	1566	1566
MM_RS04800	MM_RS04800	237	237	237	237	237	237	237	237
MM_RS04805	MM_RS04805	726	726	726	726	726	726	726	726
MM_RS04815	MM_RS04815	35.332	35.332	35.332	35.332	35.332	35.332	35.332	35.332
MM_RS04820	MM_RS04820	1479	1479	1479	1479	1479	1479	1479	1479
MM_RS04825	MM_RS04825	54.94	54.94	54.94	54.94	54.94	54.94	54.94	54.94
MM_RS04830	MM_RS04830	234	234	234	234	234	234	234	234
MM_RS04835	MM_RS04835	1938	1938	1938	1938	1938	1938	1938	1938
MM_RS04840	MM_RS04840	213	213	213	213	213	213	213	213
MM_RS04845	MM_RS04845	582	582	582	582	582	582	582	582
MM_RS04850	MM_RS04850	546	546	546	546	546	546	546	546
MM_RS04855	MM_RS04855	1842	1842	1842	1842	1842	1842	1842	1842
MM_RS04860	MM_RS04860	1110	1110	1110	1110	1110	1110	1110	1110
MM_RS04865	MM_RS04865	696	696	696	696	696	696	696	696
MM_RS04870	MM_RS04870	468	468	468	468	468	468	468	468
MM_RS04875	MM_RS04875	1800	1800	1800	1800	1800	1800	1800	1800
MM_RS04880	MM_RS04880	1548	1548	1548	1548	1548	1548	1548	1548
MM_RS04885	MM_RS04885	549	549	549	549	549	549	549	549
MM_RS04890	MM_RS04890	3.164	3.164	3.164	3.164	3.164	3.164	3.164	3.164
MM_RS04895	MM_RS04895	65.324	65.324	65.324	65.324	65.324	65.324	65.324	65.324
MM_RS04900	MM_RS04900	1479	1479	1479	1479	1479	1479	1479	1479
MM_RS04905	MM_RS04905	1197	1197	1197	1197	1197	1197	1197	1197
MM_RS04910	MM_RS04910	19.633	19.633	19.633	19.633	19.633	19.633	19.633	19.633
MM_RS04915	MM_RS04915	594	594	594	594	594	594	594	594
MM_RS04920	MM_RS04920	1587	1587	1587	1587	1587	1587	1587	1587
MM_RS04925	MM_RS04925	525	525	525	525	525	525	525	525
MM_RS04930	MM_RS04930	519	519	519	519	519	519	519	519
MM_RS04935	MM_RS04935	1065	1065	1065	1065	1065	1065	1065	1065
MM_RS04940	MM_RS04940	1212	1212	1212	1212	1212	1212	1212	1212
MM_RS04945	MM_RS04945	1107	1107	1107	1107	1107	1107	1107	1107
MM_RS04950	MM_RS04950	732	732	732	732	732	732	732	732
MM_RS04955	MM_RS04955	1065	1065	1065	1065	1065	1065	1065	1065
MM_RS04960	MM_RS04960	1095	1095	1095	1095	1095	1095	1095	1095
MM_RS04965	MM_RS04965	555	555	555	555	555	555	555	555
MM_RS04975	MM_RS04975	684	684	684	684	684	684	684	684
MM_RS04980	MM_RS04980	840	840	840	840	840	840	840	840
MM_RS04990	MM_RS04990	1260	1260	1260	1260	1260	1260	1260	1260
MM_RS04995	MM_RS04995	198	198	198	198	198	198	198	198
MM_RS05000	MM_RS05000	279	279	279	279	279	279	279	279
MM_RS05005	MM_RS05005	150	150	150	150	150	150	150	150
MM_RS05010	MM_RS05010	159	159	159	159	159	159	159	159
MM_RS05015	MM_RS05015	78.072	78.072	78.072	78.072	78.072	78.072	78.072	78.072
MM_RS05020	MM_RS05020	333	333	333	333	333	333	333	333
MM_RS05025	MM_RS05025	1194	1194	1194	1194	1194	1194	1194	1194
MM_RS05030	MM_RS05030	72.149	72.149	72.149	72.149	72.149	72.149	72.149	72.149
MM_RS05035	MM_RS05035	903	903	903	903	903	903	903	903
MM_RS05040	MM_RS05040	1362	1362	1362	1362	1362	1362	1362	1362
MM_RS05045	MM_RS05045	594	594	594	594	594	594	594	594
MM_RS05050	MM_RS05050	885	885	885	885	885	885	885	885
MM_RS05055	MM_RS05055	741	741	741	741	741	741	741	741
MM_RS05060	MM_RS05060	891	891	891	891	891	891	891	891
MM_RS05070	MM_RS05070	924	924	924	924	924	924	924	924
MM_RS05075	MM_RS05075	1053	1053	1053	1053	1053	1053	1053	1053
MM_RS05080	MM_RS05080	390	390	390	390	390	390	390	390
MM_RS05085	MM_RS05085	1476	1476	1476	1476	1476	1476	1476	1476
MM_RS05090	MM_RS05090	558	558	558	558	558	558	558	558
MM_RS05100	MM_RS05100	336	336	336	336	336	336	336	336
MM_RS05105	MM_RS05105	753	753	753	753	753	753	753	753
MM_RS05110	MM_RS05110	303	303	303	303	303	303	303	303
MM_RS05115	MM_RS05115	228	228	228	228	228	228	228	228
MM_RS05120	MM_RS05120	384	384	384	384	384	384	384	384
MM_RS05125	MM_RS05125	546	546	546	546	546	546	546	546
MM_RS05130	MM_RS05130	795	795	795	795	795	795	795	795
MM_RS05135	MM_RS05135	705	705	705	705	705	705	705	705
MM_RS05140	MM_RS05140	216	216	216	216	216	216	216	216
MM_RS05145	MM_RS05145	216	216	216	216	216	216	216	216
MM_RS05150	MM_RS05150	213	213	213	213	213	213	213	213
MM_RS05155	MM_RS05155	693	693	693	693	693	693	693	693
MM_RS05160	MM_RS05160	348	348	348	348	348	348	348	348
MM_RS05165	MM_RS05165	501	501	501	501	501	501	501	501
MM_RS05170	MM_RS05170	294	294	294	294	294	294	294	294
MM_RS05175	MM_RS05175	582	582	582	582	582	582	582	582
MM_RS05180	MM_RS05180	648	648	648	648	648	648	648	648
MM_RS05185	MM_RS05185	204	204	204	204	204	204	204	204
MM_RS05190	MM_RS05190	360	360	360	360	360	360	360	360
MM_RS05195	MM_RS05195	579	579	579	579	579	579	579	579
MM_RS05200	MM_RS05200	459	459	459	459	459	459	459	459
MM_RS05205	MM_RS05205	405	405	405	405	405	405	405	405
MM_RS05210	MM_RS05210	1173	1173	1173	1173	1173	1173	1173	1173
MM_RS05215	MM_RS05215	879	879	879	879	879	879	879	879
MM_RS05220	MM_RS05220	693	693	693	693	693	693	693	693
MM_RS05225	MM_RS05225	336	336	336	336	336	336	336	336
MM_RS05230	MM_RS05230	1146	1146	1146	1146	1146	1146	1146	1146
MM_RS05235	MM_RS05235	441	441	441	441	441	441	441	441
MM_RS05240	MM_RS05240	35.332	35.332	35.332	35.332	35.332	35.332	35.332	35.332
MM_RS05245	MM_RS05245	975	975	975	975	975	975	975	975
MM_RS05250	MM_RS05250	66.291	66.291	66.291	66.291	66.291	66.291	66.291	66.291
MM_RS05255	MM_RS05255	309	309	309	309	309	309	309	309
MM_RS05260	MM_RS05260	336	336	336	336	336	336	336	336
MM_RS05265	MM_RS05265	492	492	492	492	492	492	492	492
MM_RS05270	MM_RS05270	894	894	894	894	894	894	894	894
MM_RS05275	MM_RS05275	165	165	165	165	165	165	165	165
MM_RS05280	MM_RS05280	984	984	984	984	984	984	984	984
MM_RS05285	MM_RS05285	267	267	267	267	267	267	267	267
MM_RS05290	MM_RS05290	639	639	639	639	639	639	639	639
MM_RS05295	MM_RS05295	357	357	357	357	357	357	357	357
MM_RS05300	MM_RS05300	594	594	594	594	594	594	594	594
MM_RS05305	MM_RS05305	44.461	44.461	44.461	44.461	44.461	44.461	44.461	44.461
MM_RS05310	MM_RS05310	327	327	327	327	327	327	327	327
MM_RS05325	MM_RS05325	978	978	978	978	978	978	978	978
MM_RS05330	MM_RS05330	1137	1137	1137	1137	1137	1137	1137	1137
MM_RS05335	MM_RS05335	768	768	768	768	768	768	768	768
MM_RS05340	MM_RS05340	402	402	402	402	402	402	402	402
MM_RS05345	MM_RS05345	402	402	402	402	402	402	402	402
MM_RS05350	MM_RS05350	966	966	966	966	966	966	966	966
MM_RS05355	MM_RS05355	855	855	855	855	855	855	855	855
MM_RS05360	MM_RS05360	3378	3378	3378	3378	3378	3378	3378	3378
MM_RS05365	MM_RS05365	819	819	819	819	819	819	819	819
MM_RS05370	MM_RS05370	93.009	93.009	93.009	93.009	93.009	93.009	93.009	93.009
MM_RS05375	MM_RS05375	1848	1848	1848	1848	1848	1848	1848	1848
MM_RS05380	MM_RS05380	504	504	504	504	504	504	504	504
MM_RS05385	MM_RS05385	306	306	306	306	306	306	306	306
MM_RS05390	MM_RS05390	2.971	2.971	2.971	2.971	2.971	2.971	2.971	2.971
MM_RS05395	MM_RS05395	414	414	414	414	414	414	414	414
MM_RS05400	MM_RS05400	675	675	675	675	675	675	675	675
MM_RS05405	MM_RS05405	714	714	714	714	714	714	714	714
MM_RS05410	MM_RS05410	624	624	624	624	624	624	624	624
MM_RS05415	MM_RS05415	198	198	198	198	198	198	198	198
MM_RS05420	MM_RS05420	1218	1218	1218	1218	1218	1218	1218	1218
MM_RS05440	MM_RS05440	2.971	2.971	2.971	2.971	2.971	2.971	2.971	2.971
MM_RS05445	MM_RS05445	729	729	729	729	729	729	729	729
MM_RS05450	MM_RS05450	1779	1779	1779	1779	1779	1779	1779	1779
MM_RS05455	MM_RS05455	945	945	945	945	945	945	945	945
MM_RS05460	MM_RS05460	1953	1953	1953	1953	1953	1953	1953	1953
MM_RS05465	MM_RS05465	1140	1140	1140	1140	1140	1140	1140	1140
MM_RS05470	MM_RS05470	44.461	44.461	44.461	44.461	44.461	44.461	44.461	44.461
MM_RS05475	MM_RS05475	135	135	135	135	135	135	135	135
MM_RS05480	MM_RS05480	105.001	105.001	105.001	105.001	105.001	105.001	105.001	105.001
MM_RS05490	MM_RS05490	2.935	2.935	2.935	2.935	2.935	2.935	2.935	2.935
MM_RS05495	MM_RS05495	1422	1422	1422	1422	1422	1422	1422	1422
MM_RS05500	MM_RS05500	1773	1773	1773	1773	1773	1773	1773	1773
MM_RS05505	MM_RS05505	480	480	480	480	480	480	480	480
MM_RS05510	MM_RS05510	1104	1104	1104	1104	1104	1104	1104	1104
MM_RS05515	MM_RS05515	762	762	762	762	762	762	762	762
MM_RS05520	MM_RS05520	522	522	522	522	522	522	522	522
MM_RS05525	MM_RS05525	1791	1791	1791	1791	1791	1791	1791	1791
MM_RS05530	MM_RS05530	792	792	792	792	792	792	792	792
MM_RS05535	MM_RS05535	537	537	537	537	537	537	537	537
MM_RS05540	MM_RS05540	1389	1389	1389	1389	1389	1389	1389	1389
MM_RS05545	MM_RS05545	1476	1476	1476	1476	1476	1476	1476	1476
MM_RS05550	MM_RS05550	363	363	363	363	363	363	363	363
MM_RS05555	MM_RS05555	52.219	52.219	52.219	52.219	52.219	52.219	52.219	52.219
MM_RS05560	MM_RS05560	636	636	636	636	636	636	636	636
MM_RS05565	MM_RS05565	216	216	216	216	216	216	216	216
MM_RS05570	MM_RS05570	2718	2718	2718	2718	2718	2718	2718	2718
MM_RS05575	MM_RS05575	870	870	870	870	870	870	870	870
MM_RS05580	MM_RS05580	1470	1470	1470	1470	1470	1470	1470	1470
MM_RS05585	MM_RS05585	1008	1008	1008	1008	1008	1008	1008	1008
MM_RS05590	MM_RS05590	44.461	44.461	44.461	44.461	44.461	44.461	44.461	44.461
MM_RS05595	MM_RS05595	627	627	627	627	627	627	627	627
MM_RS05600	MM_RS05600	1236	1236	1236	1236	1236	1236	1236	1236
MM_RS05605	MM_RS05605	435	435	435	435	435	435	435	435
MM_RS05610	MM_RS05610	843	843	843	843	843	843	843	843
MM_RS05615	MM_RS05615	1866	1866	1866	1866	1866	1866	1866	1866
MM_RS05620	MM_RS05620	1779	1779	1779	1779	1779	1779	1779	1779
MM_RS05625	MM_RS05625	636	636	636	636	636	636	636	636
MM_RS05630	MM_RS05630	639	639	639	639	639	639	639	639
MM_RS05635	MM_RS05635	267	267	267	267	267	267	267	267
MM_RS05640	MM_RS05640	2.918	2.918	2.918	2.918	2.918	2.918	2.918	2.918
MM_RS05645	MM_RS05645	1035	1035	1035	1035	1035	1035	1035	1035
MM_RS05650	MM_RS05650	525	525	525	525	525	525	525	525
MM_RS05655	MM_RS05655	384	384	384	384	384	384	384	384
MM_RS05660	MM_RS05660	822	822	822	822	822	822	822	822
MM_RS05665	MM_RS05665	519	519	519	519	519	519	519	519
MM_RS05670	MM_RS05670	594	594	594	594	594	594	594	594
MM_RS05675	MM_RS05675	1074	1074	1074	1074	1074	1074	1074	1074
MM_RS05690	MM_RS05690	1275	1275	1275	1275	1275	1275	1275	1275
MM_RS05695	MM_RS05695	192	192	192	192	192	192	192	192
MM_RS05700	MM_RS05700	225	225	225	225	225	225	225	225
MM_RS05710	MM_RS05710	213	213	213	213	213	213	213	213
MM_RS05715	MM_RS05715	468	468	468	468	468	468	468	468
MM_RS05720	MM_RS05720	1479	1479	1479	1479	1479	1479	1479	1479
MM_RS05725	MM_RS05725	240	240	240	240	240	240	240	240
MM_RS05730	MM_RS05730	600	600	600	600	600	600	600	600
MM_RS05735	MM_RS05735	438	438	438	438	438	438	438	438
MM_RS05740	MM_RS05740	1323	1323	1323	1323	1323	1323	1323	1323
MM_RS05745	MM_RS05745	792	792	792	792	792	792	792	792
MM_RS05750	MM_RS05750	1008	1008	1008	1008	1008	1008	1008	1008
MM_RS05755	MM_RS05755	990	990	990	990	990	990	990	990
MM_RS05760	MM_RS05760	708	708	708	708	708	708	708	708
MM_RS05765	MM_RS05765	558	558	558	558	558	558	558	558
MM_RS05770	MM_RS05770	681	681	681	681	681	681	681	681
MM_RS05775	MM_RS05775	261	261	261	261	261	261	261	261
MM_RS05780	MM_RS05780	513	513	513	513	513	513	513	513
MM_RS05785	MM_RS05785	471	471	471	471	471	471	471	471
MM_RS05790	MM_RS05790	123	123	123	123	123	123	123	123
MM_RS05795	MM_RS05795	573	573	573	573	573	573	573	573
MM_RS05800	MM_RS05800	555	555	555	555	555	555	555	555
MM_RS05805	MM_RS05805	390	390	390	390	390	390	390	390
MM_RS05810	MM_RS05810	1662	1662	1662	1662	1662	1662	1662	1662
MM_RS05815	MM_RS05815	756	756	756	756	756	756	756	756
MM_RS05820	MM_RS05820	1731	1731	1731	1731	1731	1731	1731	1731
MM_RS05825	MM_RS05825	1461	1461	1461	1461	1461	1461	1461	1461
MM_RS05830	MM_RS05830	1947	1947	1947	1947	1947	1947	1947	1947
MM_RS05835	MM_RS05835	1446	1446	1446	1446	1446	1446	1446	1446
MM_RS05840	MM_RS05840	786	786	786	786	786	786	786	786
MM_RS05845	MM_RS05845	1785	1785	1785	1785	1785	1785	1785	1785
MM_RS05850	MM_RS05850	1308	1308	1308	1308	1308	1308	1308	1308
MM_RS05855	MM_RS05855	858	858	858	858	858	858	858	858
MM_RS05860	MM_RS05860	1065	1065	1065	1065	1065	1065	1065	1065
MM_RS05865	MM_RS05865	777	777	777	777	777	777	777	777
MM_RS05870	MM_RS05870	900	900	900	900	900	900	900	900
MM_RS05875	MM_RS05875	936	936	936	936	936	936	936	936
MM_RS05885	MM_RS05885	132	132	132	132	132	132	132	132
MM_RS05890	MM_RS05890	1134	1134	1134	1134	1134	1134	1134	1134
MM_RS05895	MM_RS05895	753	753	753	753	753	753	753	753
MM_RS05900	MM_RS05900	801	801	801	801	801	801	801	801
MM_RS05905	MM_RS05905	1326	1326	1326	1326	1326	1326	1326	1326
MM_RS05910	MM_RS05910	3174	3174	3174	3174	3174	3174	3174	3174
MM_RS05915	MM_RS05915	1035	1035	1035	1035	1035	1035	1035	1035
MM_RS05920	MM_RS05920	1056	1056	1056	1056	1056	1056	1056	1056
MM_RS05925	MM_RS05925	870	870	870	870	870	870	870	870
MM_RS05930	MM_RS05930	750	750	750	750	750	750	750	750
MM_RS05935	MM_RS05935	786	786	786	786	786	786	786	786
MM_RS05940	MM_RS05940	990	990	990	990	990	990	990	990
MM_RS05945	MM_RS05945	1008	1008	1008	1008	1008	1008	1008	1008
MM_RS05950	MM_RS05950	3084	3084	3084	3084	3084	3084	3084	3084
MM_RS05955	MM_RS05955	1458	1458	1458	1458	1458	1458	1458	1458
MM_RS05960	MM_RS05960	1770	1770	1770	1770	1770	1770	1770	1770
MM_RS05965	MM_RS05965	747	747	747	747	747	747	747	747
MM_RS05970	MM_RS05970	735	735	735	735	735	735	735	735
MM_RS05975	MM_RS05975	708	708	708	708	708	708	708	708
MM_RS05980	MM_RS05980	519	519	519	519	519	519	519	519
MM_RS05985	MM_RS05985	933	933	933	933	933	933	933	933
MM_RS05990	MM_RS05990	789	789	789	789	789	789	789	789
MM_RS05995	MM_RS05995	1278	1278	1278	1278	1278	1278	1278	1278
MM_RS06000	MM_RS06000	897	897	897	897	897	897	897	897
MM_RS06005	MM_RS06005	1359	1359	1359	1359	1359	1359	1359	1359
MM_RS06010	MM_RS06010	537	537	537	537	537	537	537	537
MM_RS06015	MM_RS06015	1290	1290	1290	1290	1290	1290	1290	1290
MM_RS06020	MM_RS06020	552	552	552	552	552	552	552	552
MM_RS06025	MM_RS06025	294	294	294	294	294	294	294	294
MM_RS06030	MM_RS06030	273	273	273	273	273	273	273	273
MM_RS06035	MM_RS06035	855	855	855	855	855	855	855	855
MM_RS06040	MM_RS06040	159	159	159	159	159	159	159	159
MM_RS06045	MM_RS06045	210	210	210	210	210	210	210	210
MM_RS06050	MM_RS06050	735	735	735	735	735	735	735	735
MM_RS06055	MM_RS06055	402	402	402	402	402	402	402	402
MM_RS06060	MM_RS06060	807	807	807	807	807	807	807	807
MM_RS06065	MM_RS06065	660	660	660	660	660	660	660	660
MM_RS06070	MM_RS06070	132	132	132	132	132	132	132	132
MM_RS06075	MM_RS06075	918	918	918	918	918	918	918	918
MM_RS06080	MM_RS06080	888	888	888	888	888	888	888	888
MM_RS06085	MM_RS06085	1107	1107	1107	1107	1107	1107	1107	1107
MM_RS06095	MM_RS06095	1317	1317	1317	1317	1317	1317	1317	1317
MM_RS06100	MM_RS06100	1491	1491	1491	1491	1491	1491	1491	1491
MM_RS06105	MM_RS06105	918	918	918	918	918	918	918	918
MM_RS06115	MM_RS06115	1104	1104	1104	1104	1104	1104	1104	1104
MM_RS06120	MM_RS06120	2007	2007	2007	2007	2007	2007	2007	2007
MM_RS06125	MM_RS06125	1083	1083	1083	1083	1083	1083	1083	1083
MM_RS06130	MM_RS06130	1104	1104	1104	1104	1104	1104	1104	1104
MM_RS06135	MM_RS06135	825	825	825	825	825	825	825	825
MM_RS06140	MM_RS06140	819	819	819	819	819	819	819	819
MM_RS06145	MM_RS06145	738	738	738	738	738	738	738	738
MM_RS06155	MM_RS06155	114	114	114	114	114	114	114	114
MM_RS06160	MM_RS06160	744	744	744	744	744	744	744	744
MM_RS06165	MM_RS06165	1752	1752	1752	1752	1752	1752	1752	1752
MM_RS06170	MM_RS06170	81.049	81.049	81.049	81.049	81.049	81.049	81.049	81.049
MM_RS06175	MM_RS06175	1461	1461	1461	1461	1461	1461	1461	1461
MM_RS06180	MM_RS06180	615	615	615	615	615	615	615	615
MM_RS06185	MM_RS06185	738	738	738	738	738	738	738	738
MM_RS06190	MM_RS06190	726	726	726	726	726	726	726	726
MM_RS06195	MM_RS06195	708	708	708	708	708	708	708	708
MM_RS06200	MM_RS06200	615	615	615	615	615	615	615	615
MM_RS06205	MM_RS06205	1155	1155	1155	1155	1155	1155	1155	1155
MM_RS06210	MM_RS06210	192	192	192	192	192	192	192	192
MM_RS06215	MM_RS06215	46.972	46.972	46.972	46.972	46.972	46.972	46.972	46.972
MM_RS06220	MM_RS06220	726	726	726	726	726	726	726	726
MM_RS06225	MM_RS06225	642	642	642	642	642	642	642	642
MM_RS06230	MM_RS06230	225	225	225	225	225	225	225	225
MM_RS06235	MM_RS06235	306	306	306	306	306	306	306	306
MM_RS06240	MM_RS06240	570	570	570	570	570	570	570	570
MM_RS06245	MM_RS06245	468	468	468	468	468	468	468	468
MM_RS06250	MM_RS06250	477	477	477	477	477	477	477	477
MM_RS06255	MM_RS06255	483	483	483	483	483	483	483	483
MM_RS06260	MM_RS06260	471	471	471	471	471	471	471	471
MM_RS06265	MM_RS06265	570	570	570	570	570	570	570	570
MM_RS06270	MM_RS06270	321	321	321	321	321	321	321	321
MM_RS06275	MM_RS06275	321	321	321	321	321	321	321	321
MM_RS06280	MM_RS06280	777	777	777	777	777	777	777	777
MM_RS06285	MM_RS06285	330	330	330	330	330	330	330	330
MM_RS06290	MM_RS06290	1080	1080	1080	1080	1080	1080	1080	1080
MM_RS06295	MM_RS06295	321	321	321	321	321	321	321	321
MM_RS06300	MM_RS06300	2541	2541	2541	2541	2541	2541	2541	2541
MM_RS06305	MM_RS06305	768	768	768	768	768	768	768	768
MM_RS06310	MM_RS06310	891	891	891	891	891	891	891	891
MM_RS06315	MM_RS06315	729	729	729	729	729	729	729	729
MM_RS06320	MM_RS06320	135	135	135	135	135	135	135	135
MM_RS06325	MM_RS06325	807	807	807	807	807	807	807	807
MM_RS06330	MM_RS06330	177	177	177	177	177	177	177	177
MM_RS06335	MM_RS06335	1284	1284	1284	1284	1284	1284	1284	1284
MM_RS06340	MM_RS06340	1014	1014	1014	1014	1014	1014	1014	1014
MM_RS06345	MM_RS06345	132	132	132	132	132	132	132	132
MM_RS06350	MM_RS06350	1278	1278	1278	1278	1278	1278	1278	1278
MM_RS06355	MM_RS06355	1338	1338	1338	1338	1338	1338	1338	1338
MM_RS06360	MM_RS06360	669	669	669	669	669	669	669	669
MM_RS06365	MM_RS06365	384	384	384	384	384	384	384	384
MM_RS06370	MM_RS06370	939	939	939	939	939	939	939	939
MM_RS06375	MM_RS06375	678	678	678	678	678	678	678	678
MM_RS06380	MM_RS06380	342	342	342	342	342	342	342	342
MM_RS06385	MM_RS06385	771	771	771	771	771	771	771	771
MM_RS06395	MM_RS06395	714	714	714	714	714	714	714	714
MM_RS06400	MM_RS06400	504	504	504	504	504	504	504	504
MM_RS06405	MM_RS06405	1143	1143	1143	1143	1143	1143	1143	1143
MM_RS06410	MM_RS06410	831	831	831	831	831	831	831	831
MM_RS06415	MM_RS06415	1563	1563	1563	1563	1563	1563	1563	1563
MM_RS06420	MM_RS06420	597	597	597	597	597	597	597	597
MM_RS06425	MM_RS06425	471	471	471	471	471	471	471	471
MM_RS06430	MM_RS06430	363	363	363	363	363	363	363	363
MM_RS06435	MM_RS06435	1155	1155	1155	1155	1155	1155	1155	1155
MM_RS06440	MM_RS06440	1086	1086	1086	1086	1086	1086	1086	1086
MM_RS06445	MM_RS06445	3309	3309	3309	3309	3309	3309	3309	3309
MM_RS06450	MM_RS06450	96.006	96.006	96.006	96.006	96.006	96.006	96.006	96.006
MM_RS06455	MM_RS06455	945	945	945	945	945	945	945	945
MM_RS06460	MM_RS06460	1137	1137	1137	1137	1137	1137	1137	1137
MM_RS06465	MM_RS06465	963	963	963	963	963	963	963	963
MM_RS06470	MM_RS06470	963	963	963	963	963	963	963	963
