tx	gene_id	Ribo_NitrogenMinus_rep1	Ribo_NitrogenMinus_rep2	Ribo_NitrogenPlus_rep1	Ribo_NitrogenPlus_rep2	RNA_NitrogenMinus_rep1	RNA_NitrogenMinus_rep2	RNA_NitrogenPlus_rep1	RNA_NitrogenPlus_rep2
unassigned_transcript_444	MM_RS02180	1.607453	0.99679	0.506408	0.370727	0.320241	0.437048	0.356551	0.561351
unassigned_transcript_445	MM_RS02185	5.207772	3.143023	5.857002	2.45797	0.148511	0.405447	0.245701	0.474753
unassigned_transcript_446	MM_RS02190	1.389366	1.096268	1.468026	0.426123	0.101193	0.186846	0.149624	0.194228
unassigned_transcript_447	MM_RS02195	4.743182	2.138191	1.450782	0.446312	0.058792	0.137704	0.052448	0.102523
unassigned_transcript_448	MM_RS02200	2.323922	2.222852	0.619659	0.650564	0.860687	1.797311	1.544774	1.055563
unassigned_transcript_449	MM_RS02205	10.681799	11.808164	5.781778	19.405191	0.251077	0.666418	0.538467	0.668857
unassigned_transcript_450	MM_RS02210	1.246344	1.37013	2.512028	1.243838	0.059118	0.125003	0.129449	0.209101
unassigned_transcript_451	MM_RS02215	56.567898	75.312382	61.614769	58.103214	0.423533	1.734413	0.895344	1.386161
unassigned_transcript_452	MM_RS02220	0.926225	1.174699	0.500497	0.110128	0.05545	0.066617	0.032618	0.07428
unassigned_transcript_453	MM_RS02225	0.233663	0.196377	0.142123	0.03195	0.011994	0.025468	0.019598	0.035502
unassigned_transcript_454	MM_RS02230	0.205882	0.245466	0.138351	0.042828	0.005545	0.025143	0.018348	0.027855
unassigned_transcript_455	MM_RS02235	1.17166	1.337312	0.482944	0.139591	0.043793	0.053136	0.021467	0.059997
unassigned_transcript_456	MM_RS02240	0.026104	0.116446	0.142545	0.009309	0.010124	0.009213	0.004653	0
unassigned_transcript_457	MM_RS02245	0.227151	0.215323	0.088636	0.010126	0.02753	0.055117	0.005061	0.020954
unassigned_transcript_458	MM_RS18770	0.157155	0.375269	0.06565	0.059999	0	0	0	0
unassigned_transcript_459	MM_RS02250	0.201339	0.429744	0.126905	0.016569	0.003003	0	0.005521	0.013715
unassigned_transcript_460	MM_RS02255	0.132119	0.186631	0.094511	0.023557	0.01281	0.003886	0	0.0195
unassigned_transcript_461	MM_RS02260	1.206977	0.956451	0.631505	0.799136	0.13144	0.180539	0.108482	0.175585
unassigned_transcript_462	MM_RS02265	1.54635	1.159463	0.47899	0.407275	0.120825	0.18322	0.139334	0.148735
unassigned_transcript_463	MM_RS18215	3.956997	0.441288	0.771991	0.529161	0	0.436431	0.793433	0.511033
unassigned_transcript_464	MM_RS02270	0.514275	0.256399	0.24788	0.158223	0.050841	0.169051	0.080878	0.139903
unassigned_transcript_465	MM_RS02275	1.066709	0.557883	0.574095	0.18364	0.057063	0.103857	0.06556	0.097723
unassigned_transcript_466	MM_RS02280	4.620213	5.229925	4.472233	1.233915	1.337055	2.258601	1.498689	2.767685
unassigned_transcript_467	MM_RS02285	1.635313	1.455214	3.417434	1.581161	0.134039	0.229081	0.318513	0.231413
unassigned_transcript_468	MM_RS02290	1.543644	1.206458	2.251533	0.983111	0.082033	0.167758	0.245682	0.275709
unassigned_transcript_469	MM_RS02295	1.008907	1.221583	3.285231	2.11159	0.068708	0.125053	0.327533	0.21273
unassigned_transcript_470	MM_RS02300	9.342896	6.891265	11.209212	1.941335	0.164056	0.318063	0.295021	0.369174
unassigned_transcript_471	MM_RS02305	0.312529	1.334393	0.866686	0.417939	0.015151	0.07091	0.031831	0.060955
unassigned_transcript_472	MM_RS02310	1.271423	0.684839	1.641673	1.128023	0.016675	0.048776	0.061306	0.076151
unassigned_transcript_473	MM_RS02315	0.75535	0.83233	1.719636	0.799136	0.05955	0.08495	0.096155	0.194777
unassigned_transcript_474	MM_RS02320	0.119468	0.106894	0.654801	0.525941	0.009387	0.013668	0.100085	0.136229
unassigned_transcript_475	MM_RS02325	4.436602	2.130559	1.051028	0.516613	0.109737	0.159781	0.088758	0.080183
unassigned_transcript_476	MM_RS02330	0.404614	0.300819	0.444392	0.138944	0.031966	0.037023	0.013355	0.015483
unassigned_transcript_477	MM_RS02335	0.589306	0.371938	0.369052	0.095005	0.059411	0.228016	0.014245	0.115998
unassigned_transcript_478	MM_RS02340	10.356517	8.189095	19.036501	8.023309	2.976036	3.762294	3.712102	8.972445
unassigned_transcript_479	MM_RS02345	245.423746	122.030692	64.866798	19.356822	6.824138	14.573307	4.630219	4.875546
unassigned_transcript_480	MM_RS02350	2.62175	4.197847	4.520546	1.509479	0.320947	1.077814	0.540382	0.799862
unassigned_transcript_481	MM_RS02355	22.072255	17.529229	6.928362	4.911745	0.493372	0.618229	0.679019	0.300809
unassigned_transcript_482	MM_RS02360	9.752493	5.743295	5.923923	6.069423	0.732983	1.868429	1.194802	1.081884
unassigned_transcript_483	MM_RS02365	4.571345	3.133328	2.266908	1.723423	0.30423	0.513935	0.459615	0.423193
unassigned_transcript_484	MM_RS02370	2.66569	2.165889	12.821141	3.448372	0.371868	0.72002	1.793813	1.505531
unassigned_transcript_485	MM_RS02375	3.495505	3.440803	16.266032	6.267606	0.152168	0.428119	0.483158	0.581729
unassigned_transcript_486	MM_RS02380	4.463972	7.380102	6.670012	2.633028	0.168205	0.556282	0.33937	0.327871
unassigned_transcript_487	MM_RS02385	24.346677	16.001943	4.442116	1.474026	4.852201	4.421786	0.888222	2.735922
unassigned_transcript_488	MM_RS02390	2.391454	1.449881	3.348811	0.831467	0.167274	0.182367	0.29227	0.229423
unassigned_transcript_489	MM_RS02395	1.657548	1.681101	2.635845	1.511195	0.057614	0.226279	0.058529	0.13848
unassigned_transcript_490	MM_RS02400	12.566985	9.519151	7.817741	10.376339	0.500972	0.724206	0.663119	0.691877
unassigned_transcript_491	MM_RS02405	82.216421	62.005812	51.097107	39.410847	2.439003	4.226943	3.115377	2.648094
unassigned_transcript_492	MM_RS02410	3.797248	3.663919	3.354262	1.149918	0.069213	0.123749	0.1382	0.158041
unassigned_transcript_493	MM_RS02415	1.853192	1.349045	1.745075	0.599183	0.095831	0.126452	0.140929	0.120351
unassigned_transcript_494	MM_RS18220	134.294089	163.269733	80.747801	49.060182	1.130428	2.777536	1.66241	1.548722
unassigned_transcript_495	MM_RS02420	3.381904	2.392188	1.677729	0.585768	0.13116	0.375127	0.09472	0.142613
unassigned_transcript_496	MM_RS02425	1.383413	0.971672	0.966748	0.370518	0.131738	0.098729	0.213677	0.224132
unassigned_transcript_497	MM_RS02430	448.598132	834.071427	553.882943	860.98144	21.243544	47.290342	49.060918	45.181308
unassigned_transcript_498	MM_RS02435	0.595591	0.681536	0.414267	0.120048	0.271163	0.319881	0.096924	0.447179
unassigned_transcript_499	MM_RS02440	1.961186	1.463825	1.233292	0.529623	0.081231	0.171365	0.122173	0.101172
unassigned_transcript_500	MM_RS02445	3.163759	2.822604	1.676877	0.704323	0.627693	0.955254	0.361803	0.421072
unassigned_transcript_501	MM_RS02450	30.551259	36.304843	19.228081	12.948319	0.261539	0.790596	0.294736	0.377357
unassigned_transcript_502	MM_RS02455	5.738219	6.62651	3.065698	0.991519	0.251077	0.571216	0.181321	0.404954
unassigned_transcript_503	MM_RS02460	11.461841	9.515756	4.120311	3.084461	0.617403	1.301623	0.236446	0.501251
unassigned_transcript_504	MM_RS02465	4.372666	3.863154	2.598033	1.083429	0.24502	0.668924	0.407393	0.387652
unassigned_transcript_505	MM_RS02470	0.553968	0.354963	1.305393	0.259526	0.065297	0.253022	0.211024	0.344689
unassigned_transcript_506	MM_RS02475	1.76274	0.847042	3.094999	0.940018	0.073024	0.203602	0.378431	0.335848
unassigned_transcript_507	MM_RS02480	1.641466	4.345486	2.777424	1.613842	0.175516	0.27884	0.716376	0.475491
unassigned_transcript_508	MM_RS02485	10.975144	8.708721	4.282392	11.488967	0.098077	0.321309	0.405653	0.253807
unassigned_transcript_509	MM_RS02490	5.516667	3.361414	2.009951	5.715684	0.016873	0.227258	0.232633	0.174663
unassigned_transcript_510	MM_RS02500	0.560234	1.638309	1.505896	0.177586	0.024142	0.148296	0.038832	0.09647
unassigned_transcript_511	MM_RS02505	1.489799	1.835329	1.287684	2.510002	0.091203	0.262941	0.18597	0.298087
unassigned_transcript_512	MM_RS02510	0.203401	0.178631	1.106761	0.220151	0.003236	0.005889	0.029739	0.032015
unassigned_transcript_513	MM_RS02515	0.975069	1.290379	1.590457	0.39902	0.038746	0.141041	0.037037	0.06488
unassigned_transcript_514	MM_RS02520	1.04894	1.112098	0.635427	0.172071	0.062379	0.053219	0.035834	0.050446
unassigned_transcript_515	MM_RS02525	2.292232	1.561175	1.523201	1.233573	0.15625	0.323607	0.591786	0.444948
unassigned_transcript_516	MM_RS02530	1.458467	1.322554	1.224902	0.726418	0.208329	0.395694	0.307115	0.330516
unassigned_transcript_517	MM_RS02535	2.4689	1.890941	1.497324	1.175108	0.203077	0.377364	0.405939	0.244282
unassigned_transcript_518	MM_RS02540	5.340512	5.842409	6.399006	4.34033	0.288448	0.551405	0.588601	0.372815
unassigned_transcript_519	MM_RS02545	10.573902	11.400196	7.012711	3.726764	0.532044	1.213154	1.011	0.873609
unassigned_transcript_520	MM_RS02550	6.114161	6.036405	4.293356	2.088174	0.124231	0.353043	0.358577	0.343387
unassigned_transcript_521	MM_RS02555	4.685	3.191852	1.495669	1.225186	0.726802	1.247656	0.612355	0.75435
unassigned_transcript_522	MM_RS02560	18.281045	16.749551	10.96459	8.219687	0.524227	0.92901	0.481831	0.593256
unassigned_transcript_523	MM_RS18225	4299.585124	3093.117288	1045.842899	556.113647	47.778359	77.799276	54.746563	48.923706
unassigned_transcript_524	MM_RS02565	1.683193	4.173168	0.934627	0.507895	0.100431	0.137092	0.023077	0.076441
unassigned_transcript_525	MM_RS02570	4.93429	5.901082	1.753166	0.728044	0.168175	0.291208	0.071642	0.156129
unassigned_transcript_526	MM_RS02575	1803.964118	1255.246774	691.270356	113.088513	32.067181	65.329343	68.525733	22.621474
unassigned_transcript_527	MM_RS02580	5.265372	4.582081	10.474561	1.893064	0.138092	0.327497	0.688469	0.465015
unassigned_transcript_528	MM_RS02585	3.827847	3.426879	6.156742	3.362274	0.15393	0.334636	0.408724	0.443909
unassigned_transcript_529	MM_RS02590	4.511606	3.817264	1.971319	1.325894	0.377464	0.351321	0.198807	0.329264
unassigned_transcript_530	MM_RS02595	11.494329	7.391268	2.99522	1.413438	0.473972	0.582873	0.553381	0.692257
unassigned_transcript_531	MM_RS02600	35.145126	32.185349	13.955279	13.417717	0.841884	0.510757	0.73695	0.640782
unassigned_transcript_532	MM_RS02605	41.497135	37.895518	22.042579	12.559824	0.405732	2.584581	1.18091	0.823505
unassigned_transcript_533	MM_RS02610	2.827265	1.930471	1.034226	0.58145	0.071647	0.133236	0.067285	0.073501
unassigned_transcript_534	MM_RS02615	0.93244	0.973459	0.680429	0.294515	0.049079	0.129288	0.056981	0.074711
unassigned_transcript_535	MM_RS02620	1.395918	1.50137	0.473629	0.137074	0.027462	0.114243	0.061299	0.038818
unassigned_transcript_536	MM_RS02625	3.913278	3.634689	0.879708	0.436455	0.06558	0.173354	0.088979	0.071307
unassigned_transcript_537	MM_RS02630	3.759863	3.415532	4.999267	6.212039	0.34969	0.588741	0.422653	0.355322
unassigned_transcript_538	MM_RS02635	2.25672	1.899091	2.74838	2.845124	0.028732	0.04626	0.048755	0.077383
unassigned_transcript_539	MM_RS02640	5.132843	6.425442	9.066606	8.45118	0.103121	0.240727	0.210167	0.245703
unassigned_transcript_540	MM_RS02645	0.833204	1.283496	1.410361	0.637007	0.052308	0.165018	0.129275	0.186678
unassigned_transcript_541	MM_RS02650	3.28451	2.930335	6.277901	0.984556	0.544616	0.70562	0.076358	0.597194
unassigned_transcript_542	MM_RS02655	0.394058	0.615241	0.175723	0.150562	0.261994	0.144046	0.110369	0.278344
unassigned_transcript_543	MM_RS02660	1.678397	2.099051	0.958952	0.534402	0.017436	0.079336	0.010684	0.026542
unassigned_transcript_544	MM_RS02665	0.935107	1.395802	0.519237	0.256513	0.041846	0.076162	0.025641	0.03185
unassigned_transcript_545	MM_RS02670	0.190406	0.235261	0.280231	0.052231	0.028402	0.067202	0.020884	0.034589
unassigned_transcript_546	MM_RS02675	0.453105	0.426531	0.187184	0.071814	0.037903	0.05854	0.022169	0.03628
unassigned_transcript_547	MM_RS02680	0.623418	0.653055	0.305678	0.222282	0.029688	0.050174	0.025338	0.038737
unassigned_transcript_548	MM_RS02685	3.821351	4.649163	0.842007	0.304609	0.078462	0.182472	0.144232	0.192429
unassigned_transcript_549	MM_RS02690	0.078949	0.07924	0.007701	0.007038	0.01531	0.006966	0.003518	0.008739
unassigned_transcript_550	MM_RS02695	7.047213	5.090896	1.826084	1.444533	0.269011	0.802966	0.125276	0.262083
unassigned_transcript_551	MM_RS02700	0	1.152135	0	0	0.12898	0.174529	0.168258	0
unassigned_transcript_552	MM_RS02705	0.640549	0.851019	1.489777	0.904563	0.06956	0.061794	0.132435	0.192867
unassigned_transcript_553	MM_RS02710	1.055532	1.199897	3.219135	1.801846	0.030619	0.195049	0.598036	0.273835
unassigned_transcript_554	MM_RS02715	1.150662	0.580417	2.572176	2.08619	0.050049	0.134739	0.233838	0.322207
unassigned_transcript_555	MM_RS02720	1.521132	1.30565	3.085794	3.599177	0.071297	0.185741	0.370057	0.471371
unassigned_transcript_556	MM_RS02725	4.705506	3.09509	11.296921	7.535063	0.098804	0.198339	0.4968	0.440154
unassigned_transcript_557	MM_RS02730	1.76467	1.03235	4.548409	6.400833	0.058663	0.115667	0.248026	0.239622
unassigned_transcript_558	MM_RS02735	6.238631	4.434186	6.230991	5.460353	2.807262	4.975106	12.209892	9.799485
unassigned_transcript_559	MM_RS02740	39.881913	46.312817	44.033822	203.443131	1.309631	4.257803	3.518555	5.160935
unassigned_transcript_560	MM_RS02745	2.173193	1.152483	1.086705	0.335994	0.085461	0.105259	0.088029	0.123364
unassigned_transcript_561	MM_RS02750	0.277449	0.252686	0.42401	0.123676	0.017934	0.036721	0.04327	0.080195
unassigned_transcript_562	MM_RS02755	0.209481	0.257873	0.118654	0.050606	0.018346	0.032198	0.061427	0.027927
unassigned_transcript_563	MM_RS02760	0	0.412187	0	0.209543	0.21026	0.192999	0.069055	0.064227
unassigned_transcript_564	MM_RS02765	6.016185	2.764065	1.551678	0.725555	4.232388	4.06374	1.648348	1.201197
unassigned_transcript_565	MM_RS02770	0.849582	0.644284	0.295034	0.181781	0.021417	0.049475	0.003028	0.023825
unassigned_transcript_566	MM_RS02775	0.765088	0.834049	0.149265	0.115431	0.04565	0.083086	0.031469	0.021716
unassigned_transcript_567	MM_RS02780	1.558512	1.203278	0.818617	0.352705	0.116239	0.095203	0.021368	0.088473
unassigned_transcript_568	MM_RS02785	1.067523	1.056626	0.5397	0.350869	0.099546	0.168597	0.076246	0.126279
unassigned_transcript_569	MM_RS02790	0.184964	0	0.072171	0.03298	0	0.01632	0.032967	0.0819
unassigned_transcript_570	MM_RS02795	1.435717	1.071516	2.52602	0.945383	0.071006	0.118896	0.349812	0.272385
unassigned_transcript_571	MM_RS02800	1.91145	1.377545	2.861731	0.757929	0.079363	0.169887	0.325766	0.135913
unassigned_transcript_572	MM_RS02810	2.358319	1.588326	0.905889	0.214371	0.035868	0.081602	0.041209	0.075076
unassigned_transcript_573	MM_RS02815	0.832351	1.20046	2.302286	0.98281	0.014347	0.032641	0.092309	0.054601
unassigned_transcript_574	MM_RS02820	19.94507	13.20774	8.859033	3.242246	0.433847	0.873624	0.551476	0.526936
unassigned_transcript_575	MM_RS02825	0.634131	0.644368	0.38038	0.118131	0.034872	0.058458	0.067477	0.05029
unassigned_transcript_576	MM_RS02830	1.688823	1.255594	2.141625	0.652435	0.040936	0.099342	0.112877	0.218106
unassigned_transcript_577	MM_RS02835	1.270934	0.912424	2.022365	0.800225	0.13093	0.311891	0.102644	0.249136
unassigned_transcript_578	MM_RS02840	157.984546	137.591166	63.759168	53.570993	5.157669	10.171771	4.330444	3.459408
unassigned_transcript_579	MM_RS02845	0.809178	0.270721	0.157867	0	0.019614	0.089247	0	0.014929
unassigned_transcript_580	MM_RS18230	35.659106	136.453377	15.153564	11.15182	1.619263	1.736151	1.805149	0.274042
unassigned_transcript_581	MM_RS02850	0.179828	0.061707	0.124142	0.044396	0.085838	0.029293	0.004931	0.040834
unassigned_transcript_582	MM_RS02855	5.990995	10.472176	1.840395	0.527677	0.053802	0.146882	0.197802	0.15015
unassigned_transcript_583	MM_RS17685	9.413762	9.253094	8.557181	3.568825	0.092138	0.293469	0.079394	0.14245
unassigned_transcript_584	MM_RS18775	0.479542	0.213916	0.112268	0.059853	0.060444	0.055006	0.004274	0.024772
unassigned_transcript_585	MM_RS02875	1.371566	0.961453	0.840984	0.279492	0.227975	0.276617	0.104769	0.375956
unassigned_transcript_586	MM_RS19550	0.927181	0.827201	0	0.99192	0.179796	0.327238	0.330511	0.273697
unassigned_transcript_587	MM_RS02880	3.017959	2.425963	1.664772	0.702714	0.141145	0.288219	0.180356	0.149353
unassigned_transcript_588	MM_RS02885	10.162387	7.320404	2.320413	1.073774	0.540108	0.956454	0.281756	0.299986
unassigned_transcript_589	MM_RS02890	4.803551	2.349085	1.526922	0.430712	0.693273	0.664998	0.206661	0.228182
unassigned_transcript_590	MM_RS02900	3.989148	2.959046	0.987282	0.487839	0.11493	0.205155	0.02844	0.060561
unassigned_transcript_591	MM_RS02905	1.561332	1.036234	0.906395	0.312342	0.066462	0.080642	0.101811	0.08431
unassigned_transcript_592	MM_RS02910	2.760832	3.991387	0.891517	0.64504	0.092306	0.134401	0	0.070257
unassigned_transcript_593	MM_RS02915	12.182322	9.593251	7.686144	2.952725	2.134309	3.021314	1.482173	2.054631
unassigned_transcript_594	MM_RS02920	30.79855	29.008866	19.212354	5.456527	0.456487	0.934683	0.262231	0.506691
unassigned_transcript_595	MM_RS02925	0.332939	0.264033	0.389729	0.112133	0.032281	0.058754	0.154947	0.062791
unassigned_transcript_596	MM_RS02930	0.344352	0.122888	0.725559	0.171918	0	0.036461	0	0.010165
unassigned_transcript_597	MM_RS02935	2.173691	4.848243	2.083505	2.881556	0.025199	0.054203	0.023161	0.041847
unassigned_transcript_598	MM_RS02940	0.248993	0.281951	0.433459	0.252718	0.007428	0.0507	0.044379	0.045231
unassigned_transcript_599	MM_RS02945	0.23341	0.192007	0.326492	0.087947	0.011102	0.025646	0.052591	0.051351
unassigned_transcript_600	MM_RS02950	0.389122	0.299833	0.800596	0.189231	0.0343	0.056185	0.085121	0.078321
unassigned_transcript_601	MM_RS02955	0.799714	0.978795	2.494705	0.548535	0.023344	0.049568	0.081056	0.053303
unassigned_transcript_602	MM_RS02960	0.174444	0.15851	0.998306	0.096768	0.00877	0.008035	0.025334	0.019072
unassigned_transcript_603	MM_RS02965	1.564863	1.281359	2.977692	0.993775	0.041569	0.056743	0.064952	0.047459
unassigned_transcript_604	MM_RS18245	34.120223	26.896473	3.28275	4.833682	14.592563	16.908794	4.748493	3.242364
unassigned_transcript_605	MM_RS02970	3.270981	3.008342	1.582086	2.575928	0.128842	0.156333	0.097167	0.108124
unassigned_transcript_606	MM_RS02975	5.65779	5.982009	0.774788	0.892406	0.158242	0.35041	0.106659	0.100369
unassigned_transcript_607	MM_RS02980	0	0.125559	0.146436	0.050187	0.027291	0.041392	0.041806	0.076164
unassigned_transcript_608	MM_RS19085	3.980351	14.796422	8.283165	1.419425	0	0.468274	0.945915	0.195828
unassigned_transcript_609	MM_RS02990	0.827371	1.559726	2.905489	0.34681	0.084443	0.194674	0.144879	0.145683
unassigned_transcript_610	MM_RS02995	0.377913	0.828246	1.352767	0.064454	0.015931	0.052192	0.011714	0.007275
unassigned_transcript_611	MM_RS03000	0.442871	0.271048	0.215232	0.075657	0.011755	0.025673	0.011884	0.009841
unassigned_transcript_612	MM_RS03005	0.193661	0.135754	0.151129	0.029598	0.02146	0.019529	0.088758	0.020417
unassigned_transcript_613	MM_RS03010	3.20486	3.435144	3.851555	1.840035	0.031074	0.124423	0.142804	0.056763
unassigned_transcript_614	MM_RS03015	0.127522	0.041764	0.529356	0.049731	0	0.006098	0.014446	0.008501
unassigned_transcript_615	MM_RS03020	0.058148	0.224804	1.444534	0.03456	0.003759	0.020523	0.076003	0.005722
unassigned_transcript_616	MM_RS18995	0.092828	0.959718	9.732129	0.039804	0.061408	0.033867	0.569082	0.062432
unassigned_transcript_617	MM_RS03030	0.391191	1.995947	23.588386	0.605935	0.024966	0.142207	0.249522	0.034527
unassigned_transcript_618	MM_RS03035	0.199679	0.145075	0.164027	0.029982	0.179341	0.215133	0.080545	0.133399
unassigned_transcript_619	MM_RS03040	0.308277	0.770794	7.984026	0.226739	0.014945	0.037401	0.092721	0.031282
unassigned_transcript_620	MM_RS03045	0.205881	0.184087	1.160362	0.134601	0	0.011904	0.018348	0.006753
unassigned_transcript_621	MM_RS03050	0.455837	0.459233	0.544601	0.11649	0.023035	0.050658	0.016046	0.045292
unassigned_transcript_622	MM_RS19090	4.332711	1.938259	1.569825	0.441451	0.420094	1.146887	0.882559	0.730847
unassigned_transcript_623	MM_RS03055	3.161571	1.390205	0.287849	0.161066	0.067149	0.074391	0.042934	0.035554
unassigned_transcript_624	MM_RS03060	3.800322	5.268048	3.627549	2.203199	0.174837	0.469492	0.682304	0.235605
unassigned_transcript_625	MM_RS03065	1.386418	1.355847	0.733567	0.430279	0.111365	0.361361	0.130274	0.148977
unassigned_transcript_626	MM_RS03070	0.92154	0.933257	0.391039	0.205393	0.154131	0.268329	0.114975	0.130915
unassigned_transcript_627	MM_RS03075	25.713843	19.132112	17.036011	10.731665	0.801231	1.293636	1.089378	0.958321
unassigned_transcript_628	MM_RS03080	27.573667	20.02576	30.624089	9.177457	2.212423	2.856079	2.884645	2.344539
unassigned_transcript_629	MM_RS03085	20.411776	18.828888	22.393163	17.026035	0.753231	1.479449	1.684633	1.643478
unassigned_transcript_630	MM_RS03090	6.927196	5.295989	3.151353	3.060607	0.402787	0.939622	0.47545	0.639601
unassigned_transcript_631	MM_RS03095	1.34414	1.52959	2.274488	0.851057	0.106389	0.210575	0.276241	0.228756
unassigned_transcript_632	MM_RS03100	40.582085	40.913119	27.202807	19.476742	25.034429	58.156731	31.435314	58.397685
unassigned_transcript_633	MM_RS03105	2.31755	4.181106	10.623482	5.843255	0.063141	0.155479	0.174103	0.241705
unassigned_transcript_634	MM_RS03110	7.018248	6.823303	15.581811	13.642692	0.204568	0.410512	0.390512	0.658743
unassigned_transcript_635	MM_RS03115	4.315878	4.81311	9.174363	4.296589	0.557949	2.871946	2.852594	5.182316
unassigned_transcript_636	MM_RS03120	6.496141	5.365268	13.09175	6.392475	0.112552	0.342729	0.30239	0.807241
unassigned_transcript_637	MM_RS03125	11.495449	13.209395	25.004113	18.40355	0.474291	1.640142	0.741087	2.202079
unassigned_transcript_638	MM_RS03130	1.862351	2.878019	3.918791	2.640676	0.189168	0.653377	0.794265	1.276195
unassigned_transcript_639	MM_RS03135	8.901499	16.966214	60.551603	34.385044	0.156923	0.856824	1.242616	1.277076
unassigned_transcript_640	MM_RS03140	61.827296	82.079616	305.708274	138.64026	1.534661	6.110033	5.113235	10.14765
unassigned_transcript_641	MM_RS18255	13.519201	40.572856	37.884512	21.475609	0.476656	1.735074	3.614384	1.813983
unassigned_transcript_642	MM_RS18260	40.836499	103.693964	145.857364	76.033686	1.522867	2.979569	8.468227	2.434105
unassigned_transcript_643	MM_RS03145	0.151532	0.198323	0.138115	0.059195	0.010944	0.021677	0.016568	0.01862
unassigned_transcript_644	MM_RS03150	1.696893	3.03594	2.594956	0.60753	0.040378	0.115802	0.066352	0.066122
unassigned_transcript_645	MM_RS03155	3.312128	5.038438	8.354576	1.479224	0.11159	0.266567	0.243592	0.226491
unassigned_transcript_646	MM_RS03160	6.889991	7.364059	2.580149	1.170798	0.224176	0.399851	0.107144	0.266178
unassigned_transcript_647	MM_RS03165	0.476	0.446881	0.288204	0.185929	0.012638	0.053671	0.046464	0.054509
unassigned_transcript_648	MM_RS03170	4.645265	3.545041	1.079775	0.400718	0.217904	0.295967	0.292948	0.113869
unassigned_transcript_649	MM_RS03175	10.027945	7.74646	3.435634	1.39553	0.284575	0.51794	1.089833	0.541495
unassigned_transcript_650	MM_RS03180	4.525395	3.524497	7.914584	1.097352	0.134211	0.272455	0.214451	0.289168
unassigned_transcript_651	MM_RS03185	0.421242	0.445048	0.942932	0.29253	0.030095	0.086074	0.162014	0.137436
unassigned_transcript_652	MM_RS03190	6.972862	6.972895	4.013206	1.55468	1.169652	1.903153	0.918271	1.258708
unassigned_transcript_653	MM_RS03195	0.811702	0.856645	0.787933	0.568329	0.101736	0.20438	0.218774	0.280517
unassigned_transcript_654	MM_RS03200	0.806574	1.202489	1.006267	0.692584	0.045276	0.108625	0.030265	0.08302
unassigned_transcript_655	MM_RS03205	1.421632	1.107341	0.759513	0.635649	0.050894	0.121576	0.081862	0.048421
unassigned_transcript_656	MM_RS03210	1.205621	1.414668	0.615824	0.489864	0.109102	0.148284	0.075535	0.103532
unassigned_transcript_657	MM_RS03215	1.618357	2.607204	1.026133	0.757469	0.333442	0.571181	0.108168	0.552371
unassigned_transcript_658	MM_RS03220	1.0851	0.49225	0.423395	0.131171	0.074895	0.064911	0.101618	0.092294
unassigned_transcript_659	MM_RS03225	29.53677	43.056883	41.205663	8.311008	0.596308	1.885011	1.139434	1.433264
unassigned_transcript_660	MM_RS03230	10.438706	8.414092	8.64832	3.101332	0.355441	0.564334	0.75302	0.437463
unassigned_transcript_661	MM_RS19400	2.041958	1.518141	1.859088	0	0.791942	0	0	0
unassigned_transcript_662	MM_RS19405	16.513198	8.370765	8.7863	3.747379	2.037761	3.576367	0.93648	4.431425
unassigned_transcript_663	MM_RS03235	1.635848	0.999047	0.661577	0.335122	0.10799	0.10968	0.08685	0.052839
unassigned_transcript_664	MM_RS03240	14.856791	9.566938	6.451563	6.494384	0.278805	0.211433	0.192193	0.053052
unassigned_transcript_665	MM_RS03245	1.744098	1.595389	1.017677	0.473349	0.108379	0.123284	0.099614	0.089364
unassigned_transcript_666	MM_RS17695	0.642301	0.323959	0.407788	0.155288	0.012666	0.036501	0.060151	0.061058
unassigned_transcript_667	MM_RS03260	0.211574	0.146486	0.231857	0.055764	0.009097	0.008278	0.052955	0.027696
unassigned_transcript_668	MM_RS18265	1.314054	0.295868	0	0	0	0	0	0
unassigned_transcript_669	MM_RS03265	0.887402	0.752916	1.547034	0.424031	0.01281	0.031087	0.051021	0.02925
unassigned_transcript_670	MM_RS03270	7.491878	3.982461	15.319086	6.09735	0.799802	0.930529	5.243541	7.220267
unassigned_transcript_671	MM_RS03275	8.348391	5.110158	19.238573	18.795391	0.224025	0.446202	1.252927	2.520681
unassigned_transcript_672	MM_RS03280	9.200246	8.905593	37.482267	90.896544	0.348718	0.606021	1.501256	2.486382
unassigned_transcript_673	MM_RS18270	36.142466	27.300322	16.377019	8.523167	18.991186	15.533625	4.467726	23.833113
unassigned_transcript_674	MM_RS03285	1099.325554	1334.815647	871.752399	760.388154	8.157334	16.661349	12.745956	24.973102
unassigned_transcript_675	MM_RS03290	48.763821	49.972554	25.198132	16.663222	3.787107	8.119033	2.754768	5.517379
unassigned_transcript_676	MM_RS03295	47.780322	46.590681	38.652251	17.230831	1.304991	1.971372	1.559287	2.284512
unassigned_transcript_677	MM_RS03300	31.682464	43.427335	27.80535	30.938938	0.675245	1.800195	1.634632	1.563562
unassigned_transcript_678	MM_RS03305	18.257212	23.478647	10.048683	7.087853	0.490041	1.222474	0.703449	0.884266
unassigned_transcript_679	MM_RS03310	8.107396	6.561846	4.481884	3.779517	0.504287	0.873461	0.763171	0.761857
