ORF_ID	ORF_type	transcript_id	transcript_type	gene_id	gene_name	gene_type	chrom	strand	start_codon	coordinate
unassigned_transcript_989_1099529_1101517_1989	annotated	unassigned_transcript_989	assumed_protein_coding	MM_RS04855	MM_RS04855	assumed_protein_coding	NC_003901.1	-	ATG	1099529-1101517
unassigned_transcript_992_1104806_1105420_615	annotated	unassigned_transcript_992	assumed_protein_coding	MM_RS04870	MM_RS04870	assumed_protein_coding	NC_003901.1	-	ATG	1104806-1105420
unassigned_transcript_993_1105542_1107488_1947	annotated	unassigned_transcript_993	assumed_protein_coding	MM_RS04875	MM_RS04875	assumed_protein_coding	NC_003901.1	-	ATG	1105542-1107488
unassigned_transcript_994_1107504_1109198_1695	annotated	unassigned_transcript_994	assumed_protein_coding	MM_RS04880	MM_RS04880	assumed_protein_coding	NC_003901.1	-	ATG	1107504-1109198
unassigned_transcript_995_1110370_1111065_696	annotated	unassigned_transcript_995	assumed_protein_coding	MM_RS04885	MM_RS04885	assumed_protein_coding	NC_003901.1	-	ATG	1110370-1111065
unassigned_transcript_998_1112100_1113725_1626	annotated	unassigned_transcript_998	assumed_protein_coding	MM_RS04900	MM_RS04900	assumed_protein_coding	NC_003901.1	+	ATG	1112100-1113725
unassigned_transcript_999_1115099_1116442_1344	annotated	unassigned_transcript_999	assumed_protein_coding	MM_RS04905	MM_RS04905	assumed_protein_coding	NC_003901.1	-	ATG	1115099-1116442
unassigned_transcript_1000_1116966_1117112_147	annotated	unassigned_transcript_1000	assumed_protein_coding	MM_RS04910	MM_RS04910	assumed_protein_coding	NC_003901.1	+	ATG	1116966-1117112
unassigned_transcript_1002_1118361_1120094_1734	annotated	unassigned_transcript_1002	assumed_protein_coding	MM_RS04920	MM_RS04920	assumed_protein_coding	NC_003901.1	+	ATG	1118361-1120094
unassigned_transcript_1003_1120254_1120925_672	annotated	unassigned_transcript_1003	assumed_protein_coding	MM_RS04925	MM_RS04925	assumed_protein_coding	NC_003901.1	-	ATG	1120254-1120925
unassigned_transcript_1004_1121119_1121784_666	annotated	unassigned_transcript_1004	assumed_protein_coding	MM_RS04930	MM_RS04930	assumed_protein_coding	NC_003901.1	-	ATG	1121119-1121784
unassigned_transcript_1005_1121917_1123128_1212	annotated	unassigned_transcript_1005	assumed_protein_coding	MM_RS04935	MM_RS04935	assumed_protein_coding	NC_003901.1	-	ATG	1121917-1123128
unassigned_transcript_1007_1125186_1126439_1254	annotated	unassigned_transcript_1007	assumed_protein_coding	MM_RS04945	MM_RS04945	assumed_protein_coding	NC_003901.1	-	ATG	1125186-1126439
unassigned_transcript_1008_1126591_1127469_879	annotated	unassigned_transcript_1008	assumed_protein_coding	MM_RS04950	MM_RS04950	assumed_protein_coding	NC_003901.1	-	ATG	1126591-1127469
unassigned_transcript_1009_1127893_1129104_1212	annotated	unassigned_transcript_1009	assumed_protein_coding	MM_RS04955	MM_RS04955	assumed_protein_coding	NC_003901.1	-	ATG	1127893-1129104
unassigned_transcript_1010_1129154_1130395_1242	annotated	unassigned_transcript_1010	assumed_protein_coding	MM_RS04960	MM_RS04960	assumed_protein_coding	NC_003901.1	-	ATG	1129154-1130395
unassigned_transcript_1012_1135002_1135832_831	annotated	unassigned_transcript_1012	assumed_protein_coding	MM_RS04975	MM_RS04975	assumed_protein_coding	NC_003901.1	-	ATG	1135002-1135832
unassigned_transcript_1013_1135832_1136818_987	annotated	unassigned_transcript_1013	assumed_protein_coding	MM_RS04980	MM_RS04980	assumed_protein_coding	NC_003901.1	-	ATG	1135832-1136818
unassigned_transcript_1014_1137526_1138932_1407	annotated	unassigned_transcript_1014	assumed_protein_coding	MM_RS04990	MM_RS04990	assumed_protein_coding	NC_003901.1	+	ATG	1137526-1138932
unassigned_transcript_1015_1138938_1139282_345	annotated	unassigned_transcript_1015	assumed_protein_coding	MM_RS04995	MM_RS04995	assumed_protein_coding	NC_003901.1	+	ATG	1138938-1139282
unassigned_transcript_1016_1139362_1139787_426	annotated	unassigned_transcript_1016	assumed_protein_coding	MM_RS05000	MM_RS05000	assumed_protein_coding	NC_003901.1	+	ATG	1139362-1139787
unassigned_transcript_1017_1140024_1140320_297	annotated	unassigned_transcript_1017	assumed_protein_coding	MM_RS05005	MM_RS05005	assumed_protein_coding	NC_003901.1	+	ATG	1140024-1140320
unassigned_transcript_1018_1140391_1140696_306	annotated	unassigned_transcript_1018	assumed_protein_coding	MM_RS05010	MM_RS05010	assumed_protein_coding	NC_003901.1	+	ATG	1140391-1140696
unassigned_transcript_1019_1140845_1141069_225	annotated	unassigned_transcript_1019	assumed_protein_coding	MM_RS05015	MM_RS05015	assumed_protein_coding	NC_003901.1	+	ATG	1140845-1141069
unassigned_transcript_1020_1141315_1141794_480	annotated	unassigned_transcript_1020	assumed_protein_coding	MM_RS05020	MM_RS05020	assumed_protein_coding	NC_003901.1	-	ATG	1141315-1141794
unassigned_transcript_1021_1142131_1143471_1341	annotated	unassigned_transcript_1021	assumed_protein_coding	MM_RS05025	MM_RS05025	assumed_protein_coding	NC_003901.1	+	ATG	1142131-1143471
unassigned_transcript_1022_1143742_1143960_219	annotated	unassigned_transcript_1022	assumed_protein_coding	MM_RS05030	MM_RS05030	assumed_protein_coding	NC_003901.1	+	ATG	1143742-1143960
unassigned_transcript_1023_1144270_1145319_1050	annotated	unassigned_transcript_1023	assumed_protein_coding	MM_RS05035	MM_RS05035	assumed_protein_coding	NC_003901.1	+	ATG	1144270-1145319
unassigned_transcript_1024_1145319_1146827_1509	annotated	unassigned_transcript_1024	assumed_protein_coding	MM_RS05040	MM_RS05040	assumed_protein_coding	NC_003901.1	+	ATG	1145319-1146827
unassigned_transcript_1025_1146833_1147573_741	annotated	unassigned_transcript_1025	assumed_protein_coding	MM_RS05045	MM_RS05045	assumed_protein_coding	NC_003901.1	+	ATG	1146833-1147573
unassigned_transcript_1026_1147583_1148614_1032	annotated	unassigned_transcript_1026	assumed_protein_coding	MM_RS05050	MM_RS05050	assumed_protein_coding	NC_003901.1	+	ATG	1147583-1148614
unassigned_transcript_1028_1149722_1150759_1038	annotated	unassigned_transcript_1028	assumed_protein_coding	MM_RS05060	MM_RS05060	assumed_protein_coding	NC_003901.1	-	ATG	1149722-1150759
unassigned_transcript_1029_1151091_1151228_138	annotated	unassigned_transcript_1029	assumed_protein_coding	MM_RS18310	MM_RS18310	assumed_protein_coding	NC_003901.1	+	ATG	1151091-1151228
unassigned_transcript_1030_1151247_1151480_234	annotated	unassigned_transcript_1030	assumed_protein_coding	MM_RS17740	MM_RS17740	assumed_protein_coding	NC_003901.1	+	ATG	1151247-1151480
unassigned_transcript_1031_1152319_1153389_1071	annotated	unassigned_transcript_1031	assumed_protein_coding	MM_RS05070	MM_RS05070	assumed_protein_coding	NC_003901.1	+	ATG	1152319-1153389
unassigned_transcript_1032_1154011_1155210_1200	annotated	unassigned_transcript_1032	assumed_protein_coding	MM_RS05075	MM_RS05075	assumed_protein_coding	NC_003901.1	-	ATG	1154011-1155210
unassigned_transcript_1033_1155475_1156011_537	annotated	unassigned_transcript_1033	assumed_protein_coding	MM_RS05080	MM_RS05080	assumed_protein_coding	NC_003901.1	+	ATG	1155475-1156011
unassigned_transcript_1036_1159538_1160020_483	annotated	unassigned_transcript_1036	assumed_protein_coding	MM_RS05100	MM_RS05100	assumed_protein_coding	NC_003901.1	+	ATG	1159538-1160020
unassigned_transcript_1037_1160037_1160936_900	annotated	unassigned_transcript_1037	assumed_protein_coding	MM_RS05105	MM_RS05105	assumed_protein_coding	NC_003901.1	+	ATG	1160037-1160936
unassigned_transcript_1038_1160986_1161435_450	annotated	unassigned_transcript_1038	assumed_protein_coding	MM_RS05110	MM_RS05110	assumed_protein_coding	NC_003901.1	-	ATG	1160986-1161435
unassigned_transcript_1039_1161473_1161850_378	annotated	unassigned_transcript_1039	assumed_protein_coding	MM_RS05115	MM_RS05115	assumed_protein_coding	NC_003901.1	-	ATG	1161473-1161850
unassigned_transcript_1041_1162685_1163377_693	annotated	unassigned_transcript_1041	assumed_protein_coding	MM_RS05125	MM_RS05125	assumed_protein_coding	NC_003901.1	-	ATG	1162685-1163377
unassigned_transcript_1042_1163589_1164530_942	annotated	unassigned_transcript_1042	assumed_protein_coding	MM_RS05130	MM_RS05130	assumed_protein_coding	NC_003901.1	-	ATG	1163589-1164530
unassigned_transcript_1043_1164530_1165381_852	annotated	unassigned_transcript_1043	assumed_protein_coding	MM_RS05135	MM_RS05135	assumed_protein_coding	NC_003901.1	-	ATG	1164530-1165381
unassigned_transcript_1044_1165430_1165792_363	annotated	unassigned_transcript_1044	assumed_protein_coding	MM_RS05140	MM_RS05140	assumed_protein_coding	NC_003901.1	-	ATG	1165430-1165792
unassigned_transcript_1045_1165890_1166252_363	annotated	unassigned_transcript_1045	assumed_protein_coding	MM_RS05145	MM_RS05145	assumed_protein_coding	NC_003901.1	-	ATG	1165890-1166252
unassigned_transcript_1046_1166462_1166821_360	annotated	unassigned_transcript_1046	assumed_protein_coding	MM_RS05150	MM_RS05150	assumed_protein_coding	NC_003901.1	+	ATG	1166462-1166821
unassigned_transcript_1047_1166874_1167713_840	annotated	unassigned_transcript_1047	assumed_protein_coding	MM_RS05155	MM_RS05155	assumed_protein_coding	NC_003901.1	+	ATG	1166874-1167713
unassigned_transcript_1048_1168022_1168516_495	annotated	unassigned_transcript_1048	assumed_protein_coding	MM_RS05160	MM_RS05160	assumed_protein_coding	NC_003901.1	+	ATG	1168022-1168516
unassigned_transcript_1049_1168801_1169448_648	annotated	unassigned_transcript_1049	assumed_protein_coding	MM_RS05165	MM_RS05165	assumed_protein_coding	NC_003901.1	+	ATG	1168801-1169448
unassigned_transcript_1051_1170177_1170905_729	annotated	unassigned_transcript_1051	assumed_protein_coding	MM_RS05175	MM_RS05175	assumed_protein_coding	NC_003901.1	-	ATG	1170177-1170905
unassigned_transcript_1052_1170898_1171692_795	annotated	unassigned_transcript_1052	assumed_protein_coding	MM_RS05180	MM_RS05180	assumed_protein_coding	NC_003901.1	-	ATG	1170898-1171692
unassigned_transcript_1053_1171664_1172014_351	annotated	unassigned_transcript_1053	assumed_protein_coding	MM_RS05185	MM_RS05185	assumed_protein_coding	NC_003901.1	-	ATG	1171664-1172014
unassigned_transcript_1055_1172633_1173358_726	annotated	unassigned_transcript_1055	assumed_protein_coding	MM_RS05195	MM_RS05195	assumed_protein_coding	NC_003901.1	-	ATG	1172633-1173358
unassigned_transcript_1056_1173540_1174145_606	annotated	unassigned_transcript_1056	assumed_protein_coding	MM_RS05200	MM_RS05200	assumed_protein_coding	NC_003901.1	-	ATG	1173540-1174145
unassigned_transcript_1057_1174239_1174790_552	annotated	unassigned_transcript_1057	assumed_protein_coding	MM_RS05205	MM_RS05205	assumed_protein_coding	NC_003901.1	-	ATG	1174239-1174790
unassigned_transcript_1058_1175568_1176887_1320	annotated	unassigned_transcript_1058	assumed_protein_coding	MM_RS05210	MM_RS05210	assumed_protein_coding	NC_003901.1	+	ATG	1175568-1176887
unassigned_transcript_1059_1177059_1178084_1026	annotated	unassigned_transcript_1059	assumed_protein_coding	MM_RS05215	MM_RS05215	assumed_protein_coding	NC_003901.1	-	ATG	1177059-1178084
unassigned_transcript_1060_1178389_1179228_840	annotated	unassigned_transcript_1060	assumed_protein_coding	MM_RS05220	MM_RS05220	assumed_protein_coding	NC_003901.1	+	ATG	1178389-1179228
unassigned_transcript_1061_1179582_1180064_483	annotated	unassigned_transcript_1061	assumed_protein_coding	MM_RS05225	MM_RS05225	assumed_protein_coding	NC_003901.1	-	ATG	1179582-1180064
unassigned_transcript_1062_1180122_1181414_1293	annotated	unassigned_transcript_1062	assumed_protein_coding	MM_RS05230	MM_RS05230	assumed_protein_coding	NC_003901.1	+	ATG	1180122-1181414
unassigned_transcript_1065_1182688_1183809_1122	annotated	unassigned_transcript_1065	assumed_protein_coding	MM_RS05245	MM_RS05245	assumed_protein_coding	NC_003901.1	+	ATG	1182688-1183809
unassigned_transcript_1067_1184449_1184904_456	annotated	unassigned_transcript_1067	assumed_protein_coding	MM_RS05255	MM_RS05255	assumed_protein_coding	NC_003901.1	+	ATG	1184449-1184904
unassigned_transcript_1068_1185028_1185510_483	annotated	unassigned_transcript_1068	assumed_protein_coding	MM_RS05260	MM_RS05260	assumed_protein_coding	NC_003901.1	+	ATG	1185028-1185510
unassigned_transcript_1069_1185755_1186393_639	annotated	unassigned_transcript_1069	assumed_protein_coding	MM_RS05265	MM_RS05265	assumed_protein_coding	NC_003901.1	+	ATG	1185755-1186393
unassigned_transcript_1070_1186397_1187437_1041	annotated	unassigned_transcript_1070	assumed_protein_coding	MM_RS05270	MM_RS05270	assumed_protein_coding	NC_003901.1	+	ATG	1186397-1187437
unassigned_transcript_1071_1187483_1187794_312	annotated	unassigned_transcript_1071	assumed_protein_coding	MM_RS05275	MM_RS05275	assumed_protein_coding	NC_003901.1	+	ATG	1187483-1187794
unassigned_transcript_1073_1190055_1190468_414	annotated	unassigned_transcript_1073	assumed_protein_coding	MM_RS05285	MM_RS05285	assumed_protein_coding	NC_003901.1	+	ATG	1190055-1190468
unassigned_transcript_1074_1190666_1191451_786	annotated	unassigned_transcript_1074	assumed_protein_coding	MM_RS05290	MM_RS05290	assumed_protein_coding	NC_003901.1	-	ATG	1190666-1191451
unassigned_transcript_1075_1191574_1192077_504	annotated	unassigned_transcript_1075	assumed_protein_coding	MM_RS05295	MM_RS05295	assumed_protein_coding	NC_003901.1	+	ATG	1191574-1192077
unassigned_transcript_1076_1192186_1192926_741	annotated	unassigned_transcript_1076	assumed_protein_coding	MM_RS05300	MM_RS05300	assumed_protein_coding	NC_003901.1	-	ATG	1192186-1192926
unassigned_transcript_1077_1193004_1193192_189	annotated	unassigned_transcript_1077	assumed_protein_coding	MM_RS05305	MM_RS05305	assumed_protein_coding	NC_003901.1	+	ATG	1193004-1193192
unassigned_transcript_1078_1193215_1193688_474	annotated	unassigned_transcript_1078	assumed_protein_coding	MM_RS05310	MM_RS05310	assumed_protein_coding	NC_003901.1	-	ATG	1193215-1193688
unassigned_transcript_1079_1194657_1195358_702	annotated	unassigned_transcript_1079	assumed_protein_coding	MM_RS19100	MM_RS19100	assumed_protein_coding	NC_003901.1	+	ATG	1194657-1195358
unassigned_transcript_1080_1195438_1195653_216	annotated	unassigned_transcript_1080	assumed_protein_coding	MM_RS19105	MM_RS19105	assumed_protein_coding	NC_003901.1	+	ATG	1195438-1195653
unassigned_transcript_1081_1195791_1196915_1125	annotated	unassigned_transcript_1081	assumed_protein_coding	MM_RS05325	MM_RS05325	assumed_protein_coding	NC_003901.1	+	ATG	1195791-1196915
unassigned_transcript_1082_1197059_1198342_1284	annotated	unassigned_transcript_1082	assumed_protein_coding	MM_RS05330	MM_RS05330	assumed_protein_coding	NC_003901.1	-	ATG	1197059-1198342
unassigned_transcript_1084_1199801_1200349_549	annotated	unassigned_transcript_1084	assumed_protein_coding	MM_RS05340	MM_RS05340	assumed_protein_coding	NC_003901.1	-	ATG	1199801-1200349
unassigned_transcript_1085_1200432_1200980_549	annotated	unassigned_transcript_1085	assumed_protein_coding	MM_RS05345	MM_RS05345	assumed_protein_coding	NC_003901.1	-	ATG	1200432-1200980
unassigned_transcript_1086_1201178_1202290_1113	annotated	unassigned_transcript_1086	assumed_protein_coding	MM_RS05350	MM_RS05350	assumed_protein_coding	NC_003901.1	-	ATG	1201178-1202290
unassigned_transcript_1087_1202338_1203339_1002	annotated	unassigned_transcript_1087	assumed_protein_coding	MM_RS05355	MM_RS05355	assumed_protein_coding	NC_003901.1	-	ATG	1202338-1203339
unassigned_transcript_1089_1206914_1207879_966	annotated	unassigned_transcript_1089	assumed_protein_coding	MM_RS05365	MM_RS05365	assumed_protein_coding	NC_003901.1	-	ATG	1206914-1207879
unassigned_transcript_1090_1208685_1208924_240	annotated	unassigned_transcript_1090	assumed_protein_coding	MM_RS05370	MM_RS05370	assumed_protein_coding	NC_003901.1	-	ATG	1208685-1208924
unassigned_transcript_1092_1211162_1211812_651	annotated	unassigned_transcript_1092	assumed_protein_coding	MM_RS05380	MM_RS05380	assumed_protein_coding	NC_003901.1	-	ATG	1211162-1211812
unassigned_transcript_1095_1213256_1213816_561	annotated	unassigned_transcript_1095	assumed_protein_coding	MM_RS05395	MM_RS05395	assumed_protein_coding	NC_003901.1	+	ATG	1213256-1213816
unassigned_transcript_1096_1213905_1214726_822	annotated	unassigned_transcript_1096	assumed_protein_coding	MM_RS05400	MM_RS05400	assumed_protein_coding	NC_003901.1	+	ATG	1213905-1214726
unassigned_transcript_1097_1214705_1215565_861	annotated	unassigned_transcript_1097	assumed_protein_coding	MM_RS05405	MM_RS05405	assumed_protein_coding	NC_003901.1	+	ATG	1214705-1215565
unassigned_transcript_1098_1215639_1216409_771	annotated	unassigned_transcript_1098	assumed_protein_coding	MM_RS05410	MM_RS05410	assumed_protein_coding	NC_003901.1	+	ATG	1215639-1216409
unassigned_transcript_1099_1216520_1216864_345	annotated	unassigned_transcript_1099	assumed_protein_coding	MM_RS05415	MM_RS05415	assumed_protein_coding	NC_003901.1	+	ATG	1216520-1216864
unassigned_transcript_1101_1218324_1218827_504	annotated	unassigned_transcript_1101	assumed_protein_coding	MM_RS19530	MM_RS19530	assumed_protein_coding	NC_003901.1	+	ATG	1218324-1218827
unassigned_transcript_1102_1219177_1220305_1131	annotated	unassigned_transcript_1102	assumed_protein_coding	MM_RS17755	MM_RS17755	assumed_protein_coding	NC_003901.1	+	ATG	1219177-1219610,1219609-1220305
unassigned_transcript_1104_1220902_1221777_876	annotated	unassigned_transcript_1104	assumed_protein_coding	MM_RS05445	MM_RS05445	assumed_protein_coding	NC_003901.1	+	ATG	1220902-1221777
unassigned_transcript_1106_1222283_1224208_1926	annotated	unassigned_transcript_1106	assumed_protein_coding	MM_RS05450	MM_RS05450	assumed_protein_coding	NC_003901.1	+	ATG	1222283-1224208
unassigned_transcript_1107_1224590_1225681_1092	annotated	unassigned_transcript_1107	assumed_protein_coding	MM_RS05455	MM_RS05455	assumed_protein_coding	NC_003901.1	+	ATG	1224590-1225681
unassigned_transcript_1108_1225917_1228016_2100	annotated	unassigned_transcript_1108	assumed_protein_coding	MM_RS05460	MM_RS05460	assumed_protein_coding	NC_003901.1	-	ATG	1225917-1228016
unassigned_transcript_1109_1228210_1229496_1287	annotated	unassigned_transcript_1109	assumed_protein_coding	MM_RS05465	MM_RS05465	assumed_protein_coding	NC_003901.1	-	ATG	1228210-1229496
unassigned_transcript_1110_1229654_1229842_189	annotated	unassigned_transcript_1110	assumed_protein_coding	MM_RS05470	MM_RS05470	assumed_protein_coding	NC_003901.1	+	ATG	1229654-1229842
unassigned_transcript_1111_1230101_1230382_282	annotated	unassigned_transcript_1111	assumed_protein_coding	MM_RS05475	MM_RS05475	assumed_protein_coding	NC_003901.1	-	ATG	1230101-1230382
unassigned_transcript_1112_1230607_1230858_252	annotated	unassigned_transcript_1112	assumed_protein_coding	MM_RS05480	MM_RS05480	assumed_protein_coding	NC_003901.1	+	ATG	1230607-1230858
unassigned_transcript_1115_1235168_1237087_1920	annotated	unassigned_transcript_1115	assumed_protein_coding	MM_RS05500	MM_RS05500	assumed_protein_coding	NC_003901.1	+	ATG	1235168-1237087
unassigned_transcript_1118_1239714_1240622_909	annotated	unassigned_transcript_1118	assumed_protein_coding	MM_RS05515	MM_RS05515	assumed_protein_coding	NC_003901.1	-	ATG	1239714-1240622
unassigned_transcript_1119_1240733_1241401_669	annotated	unassigned_transcript_1119	assumed_protein_coding	MM_RS05520	MM_RS05520	assumed_protein_coding	NC_003901.1	+	ATG	1240733-1241401
unassigned_transcript_1121_1244201_1245139_939	annotated	unassigned_transcript_1121	assumed_protein_coding	MM_RS05530	MM_RS05530	assumed_protein_coding	NC_003901.1	+	ATG	1244201-1245139
unassigned_transcript_1122_1245139_1245822_684	annotated	unassigned_transcript_1122	assumed_protein_coding	MM_RS05535	MM_RS05535	assumed_protein_coding	NC_003901.1	+	ATG	1245139-1245822
unassigned_transcript_1124_1247372_1248994_1623	annotated	unassigned_transcript_1124	assumed_protein_coding	MM_RS05545	MM_RS05545	assumed_protein_coding	NC_003901.1	+	ATG	1247372-1248994
unassigned_transcript_1125_1249083_1249592_510	annotated	unassigned_transcript_1125	assumed_protein_coding	MM_RS05550	MM_RS05550	assumed_protein_coding	NC_003901.1	+	ATG	1249083-1249592
unassigned_transcript_1127_1250650_1251432_783	annotated	unassigned_transcript_1127	assumed_protein_coding	MM_RS05560	MM_RS05560	assumed_protein_coding	NC_003901.1	+	ATG	1250650-1251432
unassigned_transcript_1128_1251835_1252197_363	annotated	unassigned_transcript_1128	assumed_protein_coding	MM_RS05565	MM_RS05565	assumed_protein_coding	NC_003901.1	-	ATG	1251835-1252197
unassigned_transcript_1129_1252442_1255306_2865	annotated	unassigned_transcript_1129	assumed_protein_coding	MM_RS05570	MM_RS05570	assumed_protein_coding	NC_003901.1	-	ATG	1252442-1255306
unassigned_transcript_1130_1255833_1256849_1017	annotated	unassigned_transcript_1130	assumed_protein_coding	MM_RS05575	MM_RS05575	assumed_protein_coding	NC_003901.1	+	ATG	1255833-1256849
unassigned_transcript_1131_1257153_1258769_1617	annotated	unassigned_transcript_1131	assumed_protein_coding	MM_RS05580	MM_RS05580	assumed_protein_coding	NC_003901.1	+	ATG	1257153-1258769
unassigned_transcript_1133_1261011_1261199_189	annotated	unassigned_transcript_1133	assumed_protein_coding	MM_RS05590	MM_RS05590	assumed_protein_coding	NC_003901.1	+	ATG	1261011-1261199
unassigned_transcript_1134_1262243_1263016_774	annotated	unassigned_transcript_1134	assumed_protein_coding	MM_RS05595	MM_RS05595	assumed_protein_coding	NC_003901.1	+	ATG	1262243-1263016
unassigned_transcript_1135_1263032_1264414_1383	annotated	unassigned_transcript_1135	assumed_protein_coding	MM_RS05600	MM_RS05600	assumed_protein_coding	NC_003901.1	+	ATG	1263032-1264414
unassigned_transcript_1136_1264473_1265054_582	annotated	unassigned_transcript_1136	assumed_protein_coding	MM_RS05605	MM_RS05605	assumed_protein_coding	NC_003901.1	+	ATG	1264473-1265054
unassigned_transcript_1137_1265444_1266433_990	annotated	unassigned_transcript_1137	assumed_protein_coding	MM_RS05610	MM_RS05610	assumed_protein_coding	NC_003901.1	+	ATG	1265444-1266433
unassigned_transcript_1138_1266832_1268844_2013	annotated	unassigned_transcript_1138	assumed_protein_coding	MM_RS05615	MM_RS05615	assumed_protein_coding	NC_003901.1	+	ATG	1266832-1268844
unassigned_transcript_1139_1268995_1270920_1926	annotated	unassigned_transcript_1139	assumed_protein_coding	MM_RS05620	MM_RS05620	assumed_protein_coding	NC_003901.1	+	ATG	1268995-1270920
unassigned_transcript_1140_1271052_1271834_783	annotated	unassigned_transcript_1140	assumed_protein_coding	MM_RS05625	MM_RS05625	assumed_protein_coding	NC_003901.1	+	ATG	1271052-1271834
unassigned_transcript_1141_1272189_1272974_786	annotated	unassigned_transcript_1141	assumed_protein_coding	MM_RS05630	MM_RS05630	assumed_protein_coding	NC_003901.1	+	ATG	1272189-1272974
unassigned_transcript_1142_1273164_1273577_414	annotated	unassigned_transcript_1142	assumed_protein_coding	MM_RS05635	MM_RS05635	assumed_protein_coding	NC_003901.1	-	ATG	1273164-1273577
unassigned_transcript_1144_1274097_1275278_1182	annotated	unassigned_transcript_1144	assumed_protein_coding	MM_RS05645	MM_RS05645	assumed_protein_coding	NC_003901.1	+	ATG	1274097-1275278
unassigned_transcript_1145_1275386_1276057_672	annotated	unassigned_transcript_1145	assumed_protein_coding	MM_RS05650	MM_RS05650	assumed_protein_coding	NC_003901.1	+	ATG	1275386-1276057
unassigned_transcript_1146_1276063_1276593_531	annotated	unassigned_transcript_1146	assumed_protein_coding	MM_RS05655	MM_RS05655	assumed_protein_coding	NC_003901.1	+	ATG	1276063-1276593
unassigned_transcript_1147_1277375_1278343_969	annotated	unassigned_transcript_1147	assumed_protein_coding	MM_RS05660	MM_RS05660	assumed_protein_coding	NC_003901.1	+	ATG	1277375-1278343
unassigned_transcript_1148_1278487_1279152_666	annotated	unassigned_transcript_1148	assumed_protein_coding	MM_RS05665	MM_RS05665	assumed_protein_coding	NC_003901.1	+	ATG	1278487-1279152
unassigned_transcript_1149_1279667_1280407_741	annotated	unassigned_transcript_1149	assumed_protein_coding	MM_RS05670	MM_RS05670	assumed_protein_coding	NC_003901.1	+	ATG	1279667-1280407
unassigned_transcript_1150_1280392_1281612_1221	annotated	unassigned_transcript_1150	assumed_protein_coding	MM_RS05675	MM_RS05675	assumed_protein_coding	NC_003901.1	+	ATG	1280392-1281612
unassigned_transcript_1151_1282330_1282632_303	annotated	unassigned_transcript_1151	assumed_protein_coding	MM_RS19415	MM_RS19415	assumed_protein_coding	NC_003901.1	+	ATG	1282330-1282632
unassigned_transcript_1152_1282724_1284145_1422	annotated	unassigned_transcript_1152	assumed_protein_coding	MM_RS05690	MM_RS05690	assumed_protein_coding	NC_003901.1	+	ATG	1282724-1284145
unassigned_transcript_1153_1284308_1284646_339	annotated	unassigned_transcript_1153	assumed_protein_coding	MM_RS05695	MM_RS05695	assumed_protein_coding	NC_003901.1	+	ATG	1284308-1284646
unassigned_transcript_1154_1284655_1285026_372	annotated	unassigned_transcript_1154	assumed_protein_coding	MM_RS05700	MM_RS05700	assumed_protein_coding	NC_003901.1	+	ATG	1284655-1285026
unassigned_transcript_1155_1285062_1287515_2454	annotated	unassigned_transcript_1155	assumed_protein_coding	MM_RS17470	MM_RS17470	assumed_protein_coding	NC_003901.1	+	ATG	1285062-1287515
unassigned_transcript_1156_1287691_1287861_171	annotated	unassigned_transcript_1156	assumed_protein_coding	MM_RS18320	MM_RS18320	assumed_protein_coding	NC_003901.1	-	ATG	1287691-1287861
unassigned_transcript_1157_1288279_1288638_360	annotated	unassigned_transcript_1157	assumed_protein_coding	MM_RS05710	MM_RS05710	assumed_protein_coding	NC_003901.1	+	ATG	1288279-1288638
unassigned_transcript_1160_1291931_1292317_387	annotated	unassigned_transcript_1160	assumed_protein_coding	MM_RS05725	MM_RS05725	assumed_protein_coding	NC_003901.1	-	ATG	1291931-1292317
unassigned_transcript_1162_1293731_1294315_585	annotated	unassigned_transcript_1162	assumed_protein_coding	MM_RS05735	MM_RS05735	assumed_protein_coding	NC_003901.1	+	ATG	1293731-1294315
unassigned_transcript_1163_1294441_1295910_1470	annotated	unassigned_transcript_1163	assumed_protein_coding	MM_RS05740	MM_RS05740	assumed_protein_coding	NC_003901.1	+	ATG	1294441-1295910
unassigned_transcript_1165_1297177_1298331_1155	annotated	unassigned_transcript_1165	assumed_protein_coding	MM_RS05750	MM_RS05750	assumed_protein_coding	NC_003901.1	+	ATG	1297177-1298331
unassigned_transcript_1166_1298496_1299632_1137	annotated	unassigned_transcript_1166	assumed_protein_coding	MM_RS05755	MM_RS05755	assumed_protein_coding	NC_003901.1	+	ATG	1298496-1299632
unassigned_transcript_1167_1299936_1300790_855	annotated	unassigned_transcript_1167	assumed_protein_coding	MM_RS05760	MM_RS05760	assumed_protein_coding	NC_003901.1	-	ATG	1299936-1300790
unassigned_transcript_1169_1301941_1302768_828	annotated	unassigned_transcript_1169	assumed_protein_coding	MM_RS05770	MM_RS05770	assumed_protein_coding	NC_003901.1	+	ATG	1301941-1302768
unassigned_transcript_1171_1303475_1304134_660	annotated	unassigned_transcript_1171	assumed_protein_coding	MM_RS05780	MM_RS05780	assumed_protein_coding	NC_003901.1	-	ATG	1303475-1304134
unassigned_transcript_1172_1304292_1304909_618	annotated	unassigned_transcript_1172	assumed_protein_coding	MM_RS05785	MM_RS05785	assumed_protein_coding	NC_003901.1	+	ATG	1304292-1304909
